user_id,year_month,total_spending_x,total_income,savings_rate,monthly_avg_transaction_amount,savings_level,income_3m_cv,income_volatility_level,total_spending_y,top_merchants,top_merchants_spend,merchant_concentration,is_high_merchant_dependency,total_spending,recurring_expense_total,recurring_to_spend_ratio,recurring_burden_level,cash_vs_digital_ratio,payment_preference,avg_daily_spend,avg_weekend_fraction,weekend_pattern,mean_daily_spend,std_daily_spend,spike_threshold,spike_count,max_spike_spend,has_spike,overspend_category_count,top_overspend_category,top_overspend_share_change,prev_total_spending,spend_change_pct,spending_trend
user_001_v1,2026-08,71818,85000,0.1550823529411764,14256.181818181818,low,0.0,low,71818,"['Landlord', 'Travel Vendor', 'Mutual Fund', 'Electricity Board', 'Entertainment Vendor']","[26820, 15593, 10833, 6038, 5307]",0.899370631318054,True,71818,71818,1.0,high,0.0993205046088724,digital_heavy,7979.777777777777,0.2222222222222222,weekday_heavy,7979.777777777777,9195.69679285767,26371.17136349312,1.0,32127.0,True,1.0,Travel,10.023024075876576,50219.0,0.43009617873713135,increase
user_001_v10,2025-10,62760,85000,0.2616470588235294,8208.888888888889,medium,0.0,low,62760,"['Landlord', 'Makemytrip', 'Myntra', 'Mutual Fund', 'Restaurant']","[16925, 9590, 7334, 5641, 4739]",0.7047323135755258,True,62760,25609,0.40804652644996814,high,0.0,digital_heavy,3691.764705882353,0.23529411764705882,weekday_heavy,3691.764705882353,4228.18714496792,12148.138995818194,1.0,16925.0,True,0.0,None,0.0,0.0,0.0,no_prev_data
user_001_v10,2025-11,71843,85000,0.1547882352941176,6535.125,low,0.0,low,71843,"['Investment Vendor', 'Subscriptions Vendor', 'Landlord', 'Shopping Vendor', 'Mutual Fund']","[15515, 13602, 13571, 9216, 3499]",0.7711676850911015,True,71843,71843,1.0,high,0.0322787188730982,digital_heavy,4490.1875,0.125,weekday_heavy,4490.1875,5359.160501174018,15208.508502348035,1.0,20248.0,True,2.0,Subscriptions,24.586680327394376,62760.0,0.14472594008922882,increase
user_001_v10,2025-12,52162,85000,0.3863294117647058,7620.111111111111,medium,0.0,low,52162,"['Landlord', 'Travel Vendor', 'Subscriptions Vendor', 'Mutual Fund', 'Food Vendor']","[26726, 7754, 7336, 4778, 1505]",0.9221080480042944,True,52162,52162,1.0,high,0.0,digital_heavy,4742.0,0.0,weekday_heavy,4742.0,7363.744995831697,19469.489991663395,1.0,26726.0,True,1.0,Rent,32.346730969114205,71843.0,-0.27394457358406527,decrease
user_001_v10,2026-01,76342,85000,0.1018588235294117,8491.684210526315,low,0.0,low,76342,"['Landlord', 'Travel Vendor', 'Mutual Fund', 'Subscriptions Vendor', 'Shopping Vendor']","[25005, 13662, 9111, 6476, 6319]",0.793442665898195,True,76342,76342,1.0,high,0.0225956878258363,digital_heavy,5089.466666666666,0.13333333333333333,weekday_heavy,5089.466666666666,7033.493298654817,19156.453263976302,1.0,27145.0,True,0.0,None,0.0,52162.0,0.46355584525133237,increase
user_001_v10,2026-02,76791,85000,0.0965764705882352,8089.55,low,0.0,low,76791,"['Landlord', 'Subscriptions Vendor', 'Mutual Fund', 'Shopping Vendor', 'Other Vendor']","[24913, 20799, 10132, 6904, 3796]",0.8665598833196598,True,76791,76791,1.0,high,0.0739279342631298,digital_heavy,5485.071428571428,0.07142857142857142,weekday_heavy,5485.071428571428,6664.640934109822,18814.353296791072,1.0,26976.0,True,1.0,Subscriptions,16.448235001909012,76342.0,0.0058814283094495825,stable
user_001_v10,2026-03,46422,85000,0.4538588235294117,11947.454545454546,high,0.0,low,46422,"['Landlord', 'Subscriptions Vendor', 'Mutual Fund', 'Electricity Board', 'Transport Vendor']","[19520, 10285, 9088, 4615, 1008]",0.958941881004696,True,46422,46422,1.0,high,0.0,digital_heavy,5802.75,0.125,weekday_heavy,5802.75,6769.427777700269,19341.605555400536,1.0,22392.0,True,0.0,None,0.0,76791.0,-0.39547603234754075,decrease
user_001_v10,2026-04,58986,85000,0.3060470588235294,7999.222222222223,medium,0.0,low,58986,"['Landlord', 'Shopping Vendor', 'Mutual Fund', 'Subscriptions Vendor', 'Investment Vendor']","[15695, 9949, 8794, 7019, 4658]",0.781795680330926,True,58986,58986,1.0,high,0.0,digital_heavy,4213.285714285715,0.14285714285714285,weekday_heavy,4213.285714285715,4176.101966266277,12565.489646818267,1.0,15695.0,True,0.0,None,0.0,46422.0,0.2706475378053509,increase
user_001_v10,2026-05,75861,85000,0.1075176470588235,7311.863636363636,low,0.0,low,75861,"['Landlord', 'Mutual Fund', 'Subscriptions Vendor', 'Travel Vendor', 'Entertainment Vendor']","[31710, 12746, 11827, 6519, 3784]",0.8777369135656002,True,75861,75861,1.0,high,0.0555885105653761,digital_heavy,5418.642857142857,0.14285714285714285,weekday_heavy,5418.642857142857,9118.748133121462,23656.13912338578,1.0,36369.0,True,1.0,Rent,15.1921257764143,58986.0,0.28608483368935,increase
user_001_v10,2026-06,64824,85000,0.2373647058823529,9988.266666666666,medium,0.0,low,64824,"['Landlord', 'Health Vendor', 'Mutual Fund', 'Entertainment Vendor', 'Food Vendor']","[28454, 7922, 7099, 4375, 3632]",0.7941811674688387,True,64824,64824,1.0,high,0.0427619400222139,digital_heavy,4986.461538461538,0.0,weekday_heavy,4986.461538461538,7058.193881150143,19102.849300761824,1.0,28454.0,True,1.0,Health,10.618083143258923,75861.0,-0.14548977735595364,decrease
user_001_v10,2026-07,69528,85000,0.1820235294117647,6718.608695652174,low,0.0,low,69528,"['Landlord', 'Travel Vendor', 'Subscriptions Vendor', 'Shopping Vendor', 'Mutual Fund']","[26899, 12563, 8262, 5547, 5295]",0.8423369002416292,True,69528,69528,1.0,high,0.0418536416983085,digital_heavy,4966.285714285715,0.14285714285714285,weekday_heavy,4966.285714285715,6897.859599993646,18762.004914273006,1.0,26899.0,True,0.0,None,0.0,64824.0,0.07256571640133284,stable
user_001_v10,2026-08,59020,85000,0.3056470588235294,5760.8,medium,0.0,low,59020,"['Landlord', 'Shopping Vendor', 'Subscriptions Vendor', 'Mutual Fund', 'Food Vendor']","[25297, 14403, 7396, 2636, 2525]",0.8854117248390376,True,59020,59020,1.0,high,0.0155201626567265,digital_heavy,3688.75,0.125,weekday_heavy,3688.75,6188.030951966869,16064.811903933738,1.0,26456.0,True,1.0,Shopping,16.425511229497275,69528.0,-0.15113335634564493,decrease
user_001_v2,2025-10,62760,85000,0.2616470588235294,8208.888888888889,medium,0.0,low,62760,"['Landlord', 'Makemytrip', 'Myntra', 'Mutual Fund', 'Restaurant']","[16925, 9590, 7334, 5641, 4739]",0.7047323135755258,True,62760,25609,0.40804652644996814,high,0.0,digital_heavy,3691.764705882353,0.23529411764705882,weekday_heavy,3691.764705882353,4228.18714496792,12148.138995818194,1.0,16925.0,True,0.0,None,0.0,0.0,0.0,no_prev_data
user_001_v2,2025-11,66911,85000,0.2128117647058823,8935.941176470587,medium,0.0,low,66911,"['Landlord', 'Health Vendor', 'Mutual Fund', 'Food Vendor', 'Electricity Board']","[29569, 7609, 7480, 6254, 4610]",0.8297888239601859,True,66911,66911,1.0,high,0.0581518733840474,digital_heavy,5147.0,0.3076923076923077,weekday_heavy,5147.0,7565.341926280561,20277.683852561124,1.0,30484.0,True,1.0,Rent,17.223724118981565,62760.0,0.0661408540471638,stable
user_001_v2,2025-12,60182,85000,0.2919764705882353,6913.428571428572,medium,0.0,low,60182,"['Landlord', 'Travel Vendor', 'Mutual Fund', 'Shopping Vendor', 'Utilities Vendor']","[16000, 9481, 8494, 6120, 5650]",0.7601109966435147,True,60182,60182,1.0,high,0.0084410621115948,digital_heavy,4629.384615384615,0.3076923076923077,weekday_heavy,4629.384615384615,5714.734862124287,16058.85433963319,2.0,18483.0,True,0.0,None,0.0,66911.0,-0.10056642405583537,decrease
user_001_v2,2026-01,81242,85000,0.0442117647058823,9778.941176470587,low,0.0,low,81242,"['Landlord', 'Shopping Vendor', 'Mutual Fund', 'Entertainment Vendor', 'Utilities Vendor']","[24560, 23612, 12933, 7415, 3545]",0.8870411855936584,True,81242,81242,1.0,high,0.0416902587331675,digital_heavy,5803.0,0.2857142857142857,weekday_heavy,5803.0,6927.394769010518,19657.789538021036,1.0,27297.0,True,1.0,Shopping,18.8946311743704,60182.0,0.34993851982320295,increase
user_001_v2,2026-02,75946,85000,0.1065176470588235,9467.411764705885,low,0.0,low,75946,"['Landlord', 'Travel Vendor', 'Shopping Vendor', 'Health Vendor', 'Mutual Fund']","[28706, 22586, 7000, 6263, 4201]",0.9053274695178153,True,75946,75946,1.0,high,0.0219498064414189,digital_heavy,6328.833333333333,0.25,weekday_heavy,6328.833333333333,10427.299233529053,27183.431800391438,1.0,36847.0,True,1.0,Travel,13.985671889152067,81242.0,-0.0651879569680707,stable
user_001_v2,2026-03,75217,85000,0.1150941176470588,8010.85,low,0.0,low,75217,"['Landlord', 'Travel Vendor', 'Utilities Vendor', 'Shopping Vendor', 'Mutual Fund']","[23172, 12107, 10326, 8248, 7581]",0.8167568501801454,True,75217,75217,1.0,high,0.0334764747331055,digital_heavy,5014.466666666666,0.2,weekday_heavy,5014.466666666666,5884.857810422346,16784.182287511358,1.0,23172.0,True,1.0,Utilities,15.887441565103023,75946.0,-0.009598925552366156,stable
user_001_v2,2026-04,79963,85000,0.0592588235294117,7172.304347826087,low,0.0,low,79963,"['Shopping Vendor', 'Landlord', 'Mutual Fund', 'Food Vendor', 'Entertainment Vendor']","[20304, 18443, 17790, 7865, 6033]",0.8808448907619774,True,79963,79963,1.0,high,0.1221314858121881,digital_heavy,5330.866666666667,0.2,weekday_heavy,5330.866666666667,5665.684693740809,16662.236054148285,2.0,18443.0,True,2.0,Shopping,14.426137501998566,75217.0,0.06309743807915763,stable
user_001_v2,2026-05,66887,85000,0.2130941176470588,7994.0526315789475,medium,0.0,low,66887,"['Landlord', 'Food Vendor', 'Travel Vendor', 'Health Vendor', 'Shopping Vendor']","[26998, 11147, 10170, 4891, 4103]",0.8568032652084859,True,66887,66887,1.0,high,0.0743492756439965,digital_heavy,5145.153846153846,0.3076923076923077,weekday_heavy,5145.153846153846,6922.946569712971,18991.046985579786,1.0,26998.0,True,1.0,Rent,17.29918101459539,79963.0,-0.16352563060415443,decrease
user_001_v2,2026-06,61387,85000,0.2778,8611.0,medium,0.0,low,61387,"['Landlord', 'Shopping Vendor', 'Mutual Fund', 'Health Vendor', 'Food Vendor']","[20244, 14141, 11836, 5356, 4528]",0.9139557235245247,True,61387,61387,1.0,high,0.0737615456041181,digital_heavy,4722.076923076923,0.15384615384615385,weekday_heavy,4722.076923076923,5705.56411909986,16133.205161276645,1.0,20244.0,True,2.0,Shopping,16.901595534884336,66887.0,-0.08222823568107406,stable
user_001_v2,2026-07,61849,85000,0.2723647058823529,7728.894736842105,medium,0.0,low,61849,"['Landlord', 'Shopping Vendor', 'Mutual Fund', 'Food Vendor', 'Entertainment Vendor']","[23618, 10691, 8332, 6027, 3401]",0.8418729486329609,True,61849,61849,1.0,high,0.0454332325502433,digital_heavy,4123.266666666666,0.2,weekday_heavy,4123.266666666666,5885.663253099763,15894.593172866193,1.0,24552.0,True,0.0,None,0.0,61387.0,0.007526023425155163,stable
user_001_v2,2026-08,54921,85000,0.3538705882352941,6662.9047619047615,medium,0.0,low,54921,"['Landlord', 'Travel Vendor', 'Shopping Vendor', 'Food Vendor', 'Utilities Vendor']","[16530, 13044, 11276, 3497, 3054]",0.8630760546967462,True,54921,54921,1.0,high,0.0339942826969647,digital_heavy,3230.6470588235293,0.29411764705882354,weekday_heavy,3230.6470588235293,3974.6788392815497,11180.00473738663,1.0,16530.0,True,1.0,Travel,18.898338070165853,61849.0,-0.11201474559006613,decrease
user_001_v3,2025-10,62760,85000,0.2616470588235294,8208.888888888889,medium,0.0,low,62760,"['Landlord', 'Makemytrip', 'Myntra', 'Mutual Fund', 'Restaurant']","[16925, 9590, 7334, 5641, 4739]",0.7047323135755258,True,62760,25609,0.40804652644996814,high,0.0,digital_heavy,3691.764705882353,0.23529411764705882,weekday_heavy,3691.764705882353,4228.18714496792,12148.138995818194,1.0,16925.0,True,0.0,None,0.0,0.0,0.0,no_prev_data
user_001_v3,2025-11,85000,85000,0.0,6296.2962962962965,low,0.0,low,85000,"['Landlord', 'Travel Vendor', 'Shopping Vendor', 'Food Vendor', 'Health Vendor']","[25139, 20019, 16560, 8853, 5861]",0.8992,True,85000,85000,1.0,high,0.0367058823529411,digital_heavy,6538.461538461538,0.5384615384615384,balanced,6538.461538461538,6880.908936105916,20300.27941067337,1.0,25139.0,True,0.0,None,0.0,62760.0,0.3543658381134481,increase
user_001_v3,2025-12,92179,85000,-0.0844588235294117,8437.095238095239,negative,0.0,low,92179,"['Shopping Vendor', 'Mutual Fund', 'Food Vendor', 'Landlord', 'Travel Vendor']","[37632, 15548, 11932, 11399, 7913]",0.9158702090497836,True,92179,92179,1.0,high,0.0636045086190997,digital_heavy,6584.214285714285,0.5,balanced,6584.214285714285,7010.206051369179,20604.62638845264,1.0,25598.0,True,2.0,Shopping,21.342563796909214,85000.0,0.08445882352941177,stable
user_001_v3,2026-01,85000,85000,0.0,11333.333333333334,low,0.0,low,85000,"['Shopping Vendor', 'Landlord', 'Health Vendor', 'Mutual Fund', 'Food Vendor']","[41341, 15276, 12152, 11950, 2527]",0.9793647058823529,True,85000,85000,1.0,high,0.0,digital_heavy,9444.444444444445,0.6666666666666666,weekend_heavy,9444.444444444445,10794.075752838902,31032.59595012225,0.0,0.0,False,0.0,None,0.0,92179.0,-0.07788107920459107,stable
user_001_v3,2026-02,77310,85000,0.0904705882352941,5796.785714285715,low,0.0,low,77310,"['Health Vendor', 'Landlord', 'Food Vendor', 'Travel Vendor', 'Shopping Vendor']","[25197, 16255, 11782, 11100, 4828]",0.8946061311602639,True,77310,77310,1.0,high,0.0663044884232311,digital_heavy,6442.5,0.5833333333333334,balanced,6442.5,5729.7198520811935,17901.93970416239,0.0,0.0,False,2.0,Health,18.295690839781777,85000.0,-0.09047058823529412,stable
user_001_v3,2026-03,82566,85000,0.028635294117647,5585.533333333334,low,0.0,low,82566,"['Shopping Vendor', 'Food Vendor', 'Landlord', 'Mutual Fund', 'Health Vendor']","[36287, 14609, 9567, 8937, 4574]",0.8959377952183708,True,82566,82566,1.0,high,0.0256522055083206,digital_heavy,5897.571428571428,0.5714285714285714,balanced,5897.571428571428,5846.501416772815,17590.574262117058,1.0,19532.0,True,1.0,Shopping,37.70409544590665,77310.0,0.0679860302677532,stable
user_001_v3,2026-04,93619,85000,-0.1014,6379.25,negative,0.0,low,93619,"['Shopping Vendor', 'Landlord', 'Health Vendor', 'Other Vendor', 'Food Vendor']","[25614, 23272, 13856, 11671, 7885]",0.879073692306049,True,93619,93619,1.0,high,0.1018810284237174,digital_heavy,7201.461538461538,0.6153846153846154,weekend_heavy,7201.461538461538,7873.854452606322,22949.170443674182,1.0,30630.0,True,2.0,Rent,13.271107899538718,82566.0,0.13386866264564107,increase
user_001_v3,2026-05,85868,85000,-0.0102117647058823,8993.052631578947,negative,0.0,low,85868,"['Shopping Vendor', 'Mutual Fund', 'Food Vendor', 'Landlord', 'Entertainment Vendor']","[29368, 18420, 18353, 11137, 4014]",0.9467089020356827,True,85868,85868,1.0,high,0.0692924022918898,digital_heavy,8586.8,0.8,weekend_heavy,8586.8,7564.7409843298665,23716.281968659732,1.0,25002.0,True,2.0,Investment,14.305544932249344,93619.0,-0.08279302278383661,stable
user_001_v3,2026-06,92251,85000,-0.0853058823529411,7706.565217391304,negative,0.0,low,92251,"['Landlord', 'Shopping Vendor', 'Other Vendor', 'Electricity Board', 'Mutual Fund']","[20442, 14988, 11415, 10534, 9732]",0.7274826289145917,True,92251,92251,1.0,high,0.0832944900326283,digital_heavy,6150.066666666667,0.5333333333333333,balanced,6150.066666666667,5198.747111457615,16547.560889581895,1.0,20442.0,True,0.0,None,0.0,85868.0,0.07433502585363581,stable
user_001_v3,2026-07,85000,85000,0.0,10000.0,low,0.0,low,85000,"['Travel Vendor', 'Mutual Fund', 'Landlord', 'Electricity Board', 'Food Vendor']","[41722, 20848, 9444, 4513, 4472]",0.9529294117647059,True,85000,85000,1.0,high,0.0063176470588235,digital_heavy,8500.0,0.6,balanced,8500.0,13517.180637988085,35534.361275976175,1.0,44530.0,True,2.0,Travel,44.174190007186276,92251.0,-0.07860077397534986,stable
user_001_v3,2026-08,85000,85000,0.0,10000.0,low,0.0,low,85000,"['Travel Vendor', 'Landlord', 'Shopping Vendor', 'Food Vendor', 'Mutual Fund']","[42020, 17368, 7884, 7768, 3796]",0.9274823529411764,True,85000,85000,1.0,high,0.0475764705882352,digital_heavy,7083.333333333333,0.5,balanced,7083.333333333333,9625.363701642078,26334.060736617488,1.0,35167.0,True,0.0,None,0.0,85000.0,0.0,no_prev_data
user_001_v4,2025-10,62760,85000,0.2616470588235294,8208.888888888889,medium,0.0,low,62760,"['Landlord', 'Makemytrip', 'Myntra', 'Mutual Fund', 'Restaurant']","[16925, 9590, 7334, 5641, 4739]",0.7047323135755258,True,62760,25609,0.40804652644996814,high,0.0,digital_heavy,3691.764705882353,0.23529411764705882,weekday_heavy,3691.764705882353,4228.18714496792,12148.138995818194,1.0,16925.0,True,0.0,None,0.0,0.0,0.0,no_prev_data
user_001_v4,2025-11,64142,85000,0.2453882352941176,8285.666666666666,medium,0.0,low,64142,"['Landlord', 'Travel Vendor', 'Mutual Fund', 'Utilities Vendor', 'Shopping Vendor']","[26560, 14305, 5566, 5524, 3950]",0.8715818028748714,True,64142,64142,1.0,high,0.0,digital_heavy,6414.2,0.7,weekend_heavy,6414.2,7244.645758075408,20903.491516150814,1.0,26560.0,True,1.0,Rent,14.44031182685628,62760.0,0.022020395156150414,stable
user_001_v4,2025-12,78128,85000,0.0808470588235294,8585.684210526315,low,0.0,low,78128,"['Landlord', 'Food Vendor', 'Shopping Vendor', 'Mutual Fund', 'Entertainment Vendor']","[41012, 11389, 6144, 6016, 5220]",0.8931625025599017,True,78128,78128,1.0,high,0.0661990579561744,digital_heavy,7102.545454545455,0.5454545454545454,balanced,7102.545454545455,11264.554047289113,29631.653549123683,1.0,41012.0,True,2.0,Food,13.509417227901693,64142.0,0.2180474572043279,increase
user_001_v4,2026-01,62457,85000,0.2652117647058823,6702.590909090909,medium,0.0,low,62457,"['Landlord', 'Travel Vendor', 'Shopping Vendor', 'Food Vendor', 'Utilities Vendor']","[25339, 8960, 5342, 5309, 4488]",0.7915525881806683,True,62457,62457,1.0,high,0.0936003970731863,digital_heavy,5204.75,0.5833333333333334,balanced,5204.75,6725.965434109317,18656.680868218635,1.0,25339.0,True,0.0,None,0.0,78128.0,-0.20058109768584886,decrease
user_001_v4,2026-02,69646,85000,0.180635294117647,7364.0952380952385,low,0.0,low,69646,"['Landlord', 'Mutual Fund', 'Food Vendor', 'Travel Vendor', 'Utilities Vendor']","[19761, 11529, 10658, 8992, 6599]",0.8261637423541912,True,69646,69646,1.0,high,0.0288602360508859,digital_heavy,6331.454545454545,0.6363636363636364,weekend_heavy,6331.454545454545,7878.666700350169,22088.787946154884,1.0,28753.0,True,1.0,Investment,12.666239916525221,62457.0,0.11510319099540484,increase
user_001_v4,2026-03,54003,85000,0.3646705882352941,7315.9473684210525,medium,0.0,low,54003,"['Travel Vendor', 'Landlord', 'Shopping Vendor', 'Mutual Fund', 'Transport Vendor']","[16272, 15004, 9566, 6722, 2116]",0.9199488917282374,True,54003,54003,1.0,high,0.0451086050774956,digital_heavy,4500.25,0.5833333333333334,balanced,4500.25,4537.892354478379,13576.034708956759,1.0,15004.0,True,2.0,Travel,17.220652259244964,69646.0,-0.22460729977313845,decrease
user_001_v4,2026-04,62336,85000,0.2666352941176471,8185.333333333333,medium,0.0,low,62336,"['Landlord', 'Mutual Fund', 'Shopping Vendor', 'Utilities Vendor', 'Travel Vendor']","[25211, 12412, 6077, 5433, 4019]",0.8526694045174538,True,62336,62336,1.0,high,0.0916164014373716,digital_heavy,6233.6,0.7,weekend_heavy,6233.6,7395.065343862758,21023.730687725518,1.0,25211.0,True,2.0,Rent,12.660082683110883,54003.0,0.15430624224580117,increase
user_001_v4,2026-05,52361,85000,0.3839882352941176,8080.058823529412,medium,0.0,low,52361,"['Landlord', 'Mutual Fund', 'Travel Vendor', 'Shopping Vendor', 'Food Vendor']","[16626, 10851, 9871, 5083, 4611]",0.8984167605660701,True,52361,52361,1.0,high,0.0351979526747006,digital_heavy,5236.1,0.7,weekend_heavy,5236.1,6168.225084252358,17572.550168504717,0.0,0.0,False,1.0,Travel,12.404499430378038,62336.0,-0.16001989219712526,decrease
user_001_v4,2026-06,50839,85000,0.4018941176470588,11319.916666666666,high,0.0,low,50839,"['Landlord', 'Travel Vendor', 'Mutual Fund', 'Utilities Vendor', 'Electricity Board']","[17846, 8795, 4783, 4362, 4174]",0.7860107397863845,True,50839,50839,1.0,high,0.0,digital_heavy,5083.9,0.5,balanced,5083.9,4984.357680784958,15052.615361569915,1.0,17846.0,True,1.0,Utilities,13.904523879940308,52361.0,-0.029067435686866178,stable
user_001_v4,2026-07,63586,85000,0.2519294117647059,7075.523809523809,medium,0.0,low,63586,"['Shopping Vendor', 'Landlord', 'Mutual Fund', 'Food Vendor', 'Electricity Board']","[23285, 17144, 7282, 6206, 2943]",0.8942219985531407,True,63586,63586,1.0,high,0.0100965621363193,digital_heavy,6358.6,0.7,weekend_heavy,6358.6,5598.4042940823765,17555.408588164755,1.0,19050.0,True,1.0,Shopping,28.686809989465683,50839.0,0.2507327052066327,increase
user_001_v4,2026-08,49690,85000,0.4154117647058823,5612.083333333333,high,0.0,low,49690,"['Travel Vendor', 'Landlord', 'Shopping Vendor', 'Utilities Vendor', 'Mutual Fund']","[14403, 12924, 9760, 3727, 2876]",0.8792513584222178,True,49690,49690,1.0,high,0.038961561682431,digital_heavy,4140.833333333333,0.5833333333333334,balanced,4140.833333333333,4106.461267184788,12353.755867702908,1.0,15300.0,True,1.0,Travel,11.686000558841595,63586.0,-0.21853867203472463,decrease
user_001_v5,2025-10,62760,85000,0.2616470588235294,8208.888888888889,medium,0.0,low,62760,"['Landlord', 'Makemytrip', 'Myntra', 'Mutual Fund', 'Restaurant']","[16925, 9590, 7334, 5641, 4739]",0.7047323135755258,True,62760,25609,0.40804652644996814,high,0.0,digital_heavy,3691.764705882353,0.23529411764705882,weekday_heavy,3691.764705882353,4228.18714496792,12148.138995818194,1.0,16925.0,True,0.0,None,0.0,0.0,0.0,no_prev_data
