user_id,age,occupation,monthly_income,is_variable_income,date,amount,type,category,merchant,payment_mode,recurring,day_type,persona_label,year_month,running_balance,month,day,day_of_week,is_weekend
user_001_v1,24,Software Engineer,85000,False,2026-01-25,-963,Expense,Utilities,Electricity Board,Bank Transfer,True,Weekend,salaried_low,2026-01,107158,1,25,Sunday,True
user_001_v1,24,Software Engineer,85000,False,2026-02-01,85000,Income,Salary,Tech Corp,Bank Transfer,True,Weekend,salaried_low,2026-02,192158,2,1,Sunday,True
user_001_v1,24,Software Engineer,85000,False,2026-02-02,-273,Expense,Transport,Transport Vendor,Upi,False,Weekday,salaried_low,2026-02,191885,2,2,Monday,False
user_001_v1,24,Software Engineer,85000,False,2026-02-05,-17064,Expense,Rent,Landlord,Bank Transfer,True,Weekday,salaried_low,2026-02,174821,2,5,Thursday,False
user_001_v1,24,Software Engineer,85000,False,2026-02-06,-7014,Expense,Shopping,Shopping Vendor,Debit Card,False,Weekday,salaried_low,2026-02,167807,2,6,Friday,False
user_001_v1,24,Software Engineer,85000,False,2026-02-06,-739,Expense,Food,Food Vendor,Credit Card,False,Weekday,salaried_low,2026-02,167068,2,6,Friday,False
user_001_v1,24,Software Engineer,85000,False,2026-02-09,-4994,Expense,Shopping,Shopping Vendor,Credit Card,False,Weekday,salaried_low,2026-02,162074,2,9,Monday,False
user_001_v1,24,Software Engineer,85000,False,2026-02-10,-397,Expense,Subscriptions,Netflix,Credit Card,True,Weekday,salaried_low,2026-02,161677,2,10,Tuesday,False
user_001_v1,24,Software Engineer,85000,False,2026-02-10,-1068,Expense,Subscriptions,Spotify,Upi,True,Weekday,salaried_low,2026-02,160609,2,10,Tuesday,False
user_001_v1,24,Software Engineer,85000,False,2026-02-10,-882,Expense,Transport,Transport Vendor,Upi,False,Weekday,salaried_low,2026-02,159727,2,10,Tuesday,False
user_001_v1,24,Software Engineer,85000,False,2026-02-10,-12475,Expense,Travel,Travel Vendor,Credit Card,False,Weekday,salaried_low,2026-02,147252,2,10,Tuesday,False
user_001_v1,24,Software Engineer,85000,False,2026-02-12,-4980,Expense,Entertainment,Entertainment Vendor,Credit Card,False,Weekday,salaried_low,2026-02,142272,2,12,Thursday,False
user_001_v1,24,Software Engineer,85000,False,2026-02-13,-6144,Expense,Shopping,Shopping Vendor,Debit Card,False,Weekday,salaried_low,2026-02,136128,2,13,Friday,False
user_001_v1,24,Software Engineer,85000,False,2026-02-13,-677,Expense,Food,Food Vendor,Credit Card,False,Weekday,salaried_low,2026-02,135451,2,13,Friday,False
user_001_v1,24,Software Engineer,85000,False,2026-02-16,-7145,Expense,Investment,Mutual Fund,Bank Transfer,True,Weekday,salaried_low,2026-02,128306,2,16,Monday,False
user_001_v1,24,Software Engineer,85000,False,2026-02-23,-3692,Expense,Entertainment,Entertainment Vendor,Upi,False,Weekday,salaried_low,2026-02,124614,2,23,Monday,False
user_001_v1,24,Software Engineer,85000,False,2026-02-25,-3103,Expense,Utilities,Electricity Board,Upi,True,Weekday,salaried_low,2026-02,121511,2,25,Wednesday,False
user_001_v1,24,Software Engineer,85000,False,2026-03-01,85000,Income,Salary,Tech Corp,Bank Transfer,True,Weekend,salaried_low,2026-03,206511,3,1,Sunday,True
user_001_v1,24,Software Engineer,85000,False,2026-03-05,-31837,Expense,Rent,Landlord,Bank Transfer,True,Weekday,salaried_low,2026-03,174674,3,5,Thursday,False
user_001_v1,24,Software Engineer,85000,False,2026-03-06,-1491,Expense,Food,Food Vendor,Credit Card,False,Weekday,salaried_low,2026-03,173183,3,6,Friday,False
user_001_v1,24,Software Engineer,85000,False,2026-03-10,-292,Expense,Subscriptions,Netflix,Upi,True,Weekday,salaried_low,2026-03,172891,3,10,Tuesday,False
user_001_v1,24,Software Engineer,85000,False,2026-03-10,-205,Expense,Subscriptions,Spotify,Credit Card,True,Weekday,salaried_low,2026-03,172686,3,10,Tuesday,False
user_001_v1,24,Software Engineer,85000,False,2026-03-10,-6292,Expense,Shopping,Shopping Vendor,Credit Card,False,Weekday,salaried_low,2026-03,166394,3,10,Tuesday,False
user_001_v1,24,Software Engineer,85000,False,2026-03-16,-11353,Expense,Investment,Mutual Fund,Upi,True,Weekday,salaried_low,2026-03,155041,3,16,Monday,False
user_001_v1,24,Software Engineer,85000,False,2026-03-23,-3462,Expense,Shopping,Shopping Vendor,Credit Card,False,Weekday,salaried_low,2026-03,151579,3,23,Monday,False
user_001_v1,24,Software Engineer,85000,False,2026-03-24,-3602,Expense,Entertainment,Entertainment Vendor,Cash,False,Weekday,salaried_low,2026-03,147977,3,24,Tuesday,False
user_001_v1,24,Software Engineer,85000,False,2026-03-25,-1311,Expense,Utilities,Electricity Board,Upi,True,Weekday,salaried_low,2026-03,146666,3,25,Wednesday,False
user_001_v1,24,Software Engineer,85000,False,2026-03-25,-532,Expense,Transport,Transport Vendor,Upi,False,Weekday,salaried_low,2026-03,146134,3,25,Wednesday,False
user_001_v1,24,Software Engineer,85000,False,2026-04-01,85000,Income,Salary,Tech Corp,Bank Transfer,True,Weekday,salaried_low,2026-04,231134,4,1,Wednesday,False
user_001_v1,24,Software Engineer,85000,False,2026-04-02,-830,Expense,Food,Food Vendor,Upi,False,Weekday,salaried_low,2026-04,230304,4,2,Thursday,False
user_001_v1,24,Software Engineer,85000,False,2026-04-05,-15771,Expense,Rent,Landlord,Bank Transfer,True,Weekend,salaried_low,2026-04,214533,4,5,Sunday,True
user_001_v1,24,Software Engineer,85000,False,2026-04-07,-4277,Expense,Shopping,Shopping Vendor,Credit Card,False,Weekday,salaried_low,2026-04,210256,4,7,Tuesday,False
user_001_v1,24,Software Engineer,85000,False,2026-04-09,-667,Expense,Transport,Transport Vendor,Upi,False,Weekday,salaried_low,2026-04,209589,4,9,Thursday,False
user_001_v1,24,Software Engineer,85000,False,2026-04-09,-1081,Expense,Food,Food Vendor,Upi,False,Weekday,salaried_low,2026-04,208508,4,9,Thursday,False
user_001_v1,24,Software Engineer,85000,False,2026-04-10,-296,Expense,Subscriptions,Netflix,Upi,True,Weekday,salaried_low,2026-04,208212,4,10,Friday,False
user_001_v1,24,Software Engineer,85000,False,2026-04-10,-270,Expense,Subscriptions,Spotify,Upi,True,Weekday,salaried_low,2026-04,207942,4,10,Friday,False
user_001_v1,24,Software Engineer,85000,False,2026-04-10,-2994,Expense,Shopping,Shopping Vendor,Debit Card,False,Weekday,salaried_low,2026-04,204948,4,10,Friday,False
user_001_v1,24,Software Engineer,85000,False,2026-04-16,-7547,Expense,Investment,Mutual Fund,Bank Transfer,True,Weekday,salaried_low,2026-04,197401,4,16,Thursday,False
user_001_v1,24,Software Engineer,85000,False,2026-04-20,-8903,Expense,Travel,Travel Vendor,Credit Card,False,Weekday,salaried_low,2026-04,188498,4,20,Monday,False
user_001_v1,24,Software Engineer,85000,False,2026-04-20,-3624,Expense,Shopping,Shopping Vendor,Debit Card,False,Weekday,salaried_low,2026-04,184874,4,20,Monday,False
user_001_v1,24,Software Engineer,85000,False,2026-04-23,-1077,Expense,Transport,Transport Vendor,Cash,False,Weekday,salaried_low,2026-04,183797,4,23,Thursday,False
user_001_v1,24,Software Engineer,85000,False,2026-04-23,-2325,Expense,Shopping,Shopping Vendor,Debit Card,False,Weekday,salaried_low,2026-04,181472,4,23,Thursday,False
user_001_v1,24,Software Engineer,85000,False,2026-04-25,-683,Expense,Utilities,Electricity Board,Bank Transfer,True,Weekend,salaried_low,2026-04,180789,4,25,Saturday,True
user_001_v1,24,Software Engineer,85000,False,2026-05-01,85000,Income,Salary,Tech Corp,Bank Transfer,True,Weekday,salaried_low,2026-05,265789,5,1,Friday,False
user_001_v1,24,Software Engineer,85000,False,2026-05-04,-279,Expense,Food,Food Vendor,Credit Card,False,Weekday,salaried_low,2026-05,265510,5,4,Monday,False
user_001_v1,24,Software Engineer,85000,False,2026-05-05,-29429,Expense,Rent,Landlord,Bank Transfer,True,Weekday,salaried_low,2026-05,236081,5,5,Tuesday,False
user_001_v1,24,Software Engineer,85000,False,2026-05-07,-2001,Expense,Health,Health Vendor,Credit Card,False,Weekday,salaried_low,2026-05,234080,5,7,Thursday,False
user_001_v1,24,Software Engineer,85000,False,2026-05-07,-2226,Expense,Entertainment,Entertainment Vendor,Upi,False,Weekday,salaried_low,2026-05,231854,5,7,Thursday,False
user_001_v1,24,Software Engineer,85000,False,2026-05-08,-15146,Expense,Investment,Investment Vendor,Bank Transfer,False,Weekday,salaried_low,2026-05,216708,5,8,Friday,False
user_001_v1,24,Software Engineer,85000,False,2026-05-10,-534,Expense,Subscriptions,Netflix,Credit Card,True,Weekend,salaried_low,2026-05,216174,5,10,Sunday,True
user_001_v1,24,Software Engineer,85000,False,2026-05-10,-322,Expense,Subscriptions,Spotify,Credit Card,True,Weekend,salaried_low,2026-05,215852,5,10,Sunday,True
user_001_v1,24,Software Engineer,85000,False,2026-05-16,-11994,Expense,Investment,Mutual Fund,Upi,True,Weekend,salaried_low,2026-05,203858,5,16,Saturday,True
user_001_v1,24,Software Engineer,85000,False,2026-05-19,-1959,Expense,Food,Food Vendor,Credit Card,False,Weekday,salaried_low,2026-05,201899,5,19,Tuesday,False
user_001_v1,24,Software Engineer,85000,False,2026-05-19,-10448,Expense,Investment,Investment Vendor,Bank Transfer,False,Weekday,salaried_low,2026-05,191451,5,19,Tuesday,False
user_001_v1,24,Software Engineer,85000,False,2026-05-25,-2421,Expense,Utilities,Electricity Board,Upi,True,Weekday,salaried_low,2026-05,189030,5,25,Monday,False
user_001_v1,24,Software Engineer,85000,False,2026-05-28,-924,Expense,Food,Food Vendor,Upi,False,Weekday,salaried_low,2026-05,188106,5,28,Thursday,False
user_001_v1,24,Software Engineer,85000,False,2026-06-01,85000,Income,Salary,Tech Corp,Bank Transfer,True,Weekday,salaried_low,2026-06,273106,6,1,Monday,False
user_001_v1,24,Software Engineer,85000,False,2026-06-02,-8003,Expense,Investment,Investment Vendor,Bank Transfer,False,Weekday,salaried_low,2026-06,265103,6,2,Tuesday,False
user_001_v1,24,Software Engineer,85000,False,2026-06-05,-32286,Expense,Rent,Landlord,Bank Transfer,True,Weekday,salaried_low,2026-06,232817,6,5,Friday,False
user_001_v1,24,Software Engineer,85000,False,2026-06-10,-350,Expense,Subscriptions,Netflix,Upi,True,Weekday,salaried_low,2026-06,232467,6,10,Wednesday,False
user_001_v1,24,Software Engineer,85000,False,2026-06-10,-258,Expense,Subscriptions,Spotify,Upi,True,Weekday,salaried_low,2026-06,232209,6,10,Wednesday,False
user_001_v1,24,Software Engineer,85000,False,2026-06-16,-9675,Expense,Investment,Mutual Fund,Upi,True,Weekday,salaried_low,2026-06,222534,6,16,Tuesday,False
user_001_v1,24,Software Engineer,85000,False,2026-06-25,-1570,Expense,Utilities,Electricity Board,Bank Transfer,True,Weekday,salaried_low,2026-06,220964,6,25,Thursday,False
user_001_v1,24,Software Engineer,85000,False,2026-06-26,-400,Expense,Health,Health Vendor,Upi,False,Weekday,salaried_low,2026-06,220564,6,26,Friday,False
user_001_v1,24,Software Engineer,85000,False,2026-07-01,85000,Income,Salary,Tech Corp,Bank Transfer,True,Weekday,salaried_low,2026-07,305564,7,1,Wednesday,False
user_001_v1,24,Software Engineer,85000,False,2026-07-02,-817,Expense,Shopping,Shopping Vendor,Credit Card,False,Weekday,salaried_low,2026-07,304747,7,2,Thursday,False
user_001_v1,24,Software Engineer,85000,False,2026-07-03,-2286,Expense,Food,Food Vendor,Cash,False,Weekday,salaried_low,2026-07,302461,7,3,Friday,False
user_001_v1,24,Software Engineer,85000,False,2026-07-05,-16718,Expense,Rent,Landlord,Bank Transfer,True,Weekend,salaried_low,2026-07,285743,7,5,Sunday,True
user_001_v1,24,Software Engineer,85000,False,2026-07-06,-935,Expense,Food,Food Vendor,Upi,False,Weekday,salaried_low,2026-07,284808,7,6,Monday,False
user_001_v1,24,Software Engineer,85000,False,2026-07-09,-1685,Expense,Shopping,Shopping Vendor,Debit Card,False,Weekday,salaried_low,2026-07,283123,7,9,Thursday,False
user_001_v1,24,Software Engineer,85000,False,2026-07-10,-511,Expense,Subscriptions,Netflix,Upi,True,Weekday,salaried_low,2026-07,282612,7,10,Friday,False
user_001_v1,24,Software Engineer,85000,False,2026-07-10,-258,Expense,Subscriptions,Spotify,Credit Card,True,Weekday,salaried_low,2026-07,282354,7,10,Friday,False
user_001_v1,24,Software Engineer,85000,False,2026-07-16,-7913,Expense,Investment,Mutual Fund,Upi,True,Weekday,salaried_low,2026-07,274441,7,16,Thursday,False
user_001_v1,24,Software Engineer,85000,False,2026-07-20,-1851,Expense,Food,Food Vendor,Cash,False,Weekday,salaried_low,2026-07,272590,7,20,Monday,False
user_001_v1,24,Software Engineer,85000,False,2026-07-22,-1835,Expense,Food,Food Vendor,Cash,False,Weekday,salaried_low,2026-07,270755,7,22,Wednesday,False
user_001_v1,24,Software Engineer,85000,False,2026-07-22,-2839,Expense,Shopping,Shopping Vendor,Debit Card,False,Weekday,salaried_low,2026-07,267916,7,22,Wednesday,False
user_001_v1,24,Software Engineer,85000,False,2026-07-23,-5870,Expense,Travel,Travel Vendor,Bank Transfer,False,Weekday,salaried_low,2026-07,262046,7,23,Thursday,False
user_001_v1,24,Software Engineer,85000,False,2026-07-24,-3548,Expense,Investment,Investment Vendor,Bank Transfer,False,Weekday,salaried_low,2026-07,258498,7,24,Friday,False
user_001_v1,24,Software Engineer,85000,False,2026-07-25,-1509,Expense,Utilities,Electricity Board,Upi,True,Weekend,salaried_low,2026-07,256989,7,25,Saturday,True
user_001_v1,24,Software Engineer,85000,False,2026-07-27,-1644,Expense,Shopping,Shopping Vendor,Debit Card,False,Weekday,salaried_low,2026-07,255345,7,27,Monday,False
user_001_v1,24,Software Engineer,85000,False,2026-08-01,85000,Income,Salary,Tech Corp,Bank Transfer,True,Weekend,salaried_low,2026-08,340345,8,1,Saturday,True
user_001_v1,24,Software Engineer,85000,False,2026-08-05,-26820,Expense,Rent,Landlord,Bank Transfer,True,Weekday,salaried_low,2026-08,313525,8,5,Wednesday,False
user_001_v1,24,Software Engineer,85000,False,2026-08-05,-5307,Expense,Entertainment,Entertainment Vendor,Cash,False,Weekday,salaried_low,2026-08,308218,8,5,Wednesday,False
user_001_v1,24,Software Engineer,85000,False,2026-08-07,-6369,Expense,Travel,Travel Vendor,Bank Transfer,False,Weekday,salaried_low,2026-08,301849,8,7,Friday,False
user_001_v1,24,Software Engineer,85000,False,2026-08-10,-469,Expense,Subscriptions,Netflix,Upi,True,Weekday,salaried_low,2026-08,301380,8,10,Monday,False
user_001_v1,24,Software Engineer,85000,False,2026-08-10,-712,Expense,Subscriptions,Spotify,Credit Card,True,Weekday,salaried_low,2026-08,300668,8,10,Monday,False
user_001_v1,24,Software Engineer,85000,False,2026-08-13,-4220,Expense,Shopping,Shopping Vendor,Credit Card,False,Weekday,salaried_low,2026-08,296448,8,13,Thursday,False
user_001_v1,24,Software Engineer,85000,False,2026-08-14,-1826,Expense,Food,Food Vendor,Cash,False,Weekday,salaried_low,2026-08,294622,8,14,Friday,False
user_001_v1,24,Software Engineer,85000,False,2026-08-16,-10833,Expense,Investment,Mutual Fund,Bank Transfer,True,Weekend,salaried_low,2026-08,283789,8,16,Sunday,True
user_001_v1,24,Software Engineer,85000,False,2026-08-18,-9224,Expense,Travel,Travel Vendor,Credit Card,False,Weekday,salaried_low,2026-08,274565,8,18,Tuesday,False
user_001_v1,24,Software Engineer,85000,False,2026-08-25,-6038,Expense,Utilities,Electricity Board,Upi,True,Weekday,salaried_low,2026-08,268527,8,25,Tuesday,False
user_001_v10,24,Software Engineer,85000,False,2025-10-01,85000,Income,Salary,Tech Corp,Bank Transfer,False,Weekday,salaried_subscription,2025-10,85000,10,1,Wednesday,False
user_001_v10,24,Software Engineer,85000,False,2025-10-02,-1354,Expense,Food,Swiggy,Upi,False,Weekday,salaried_subscription,2025-10,83646,10,2,Thursday,False
user_001_v10,24,Software Engineer,85000,False,2025-10-03,-394,Expense,Food,Starbucks,Credit Card,False,Weekday,salaried_subscription,2025-10,83252,10,3,Friday,False
user_001_v10,24,Software Engineer,85000,False,2025-10-05,-16925,Expense,Rent,Landlord,Bank Transfer,True,Weekend,salaried_subscription,2025-10,66327,10,5,Sunday,True
user_001_v10,24,Software Engineer,85000,False,2025-10-06,-2820,Expense,Shopping,Amazon,Credit Card,False,Weekday,salaried_subscription,2025-10,63507,10,6,Monday,False
user_001_v10,24,Software Engineer,85000,False,2025-10-07,-3949,Expense,Entertainment,Pvr Cinemas,Debit Card,False,Weekday,salaried_subscription,2025-10,59558,10,7,Tuesday,False
user_001_v10,24,Software Engineer,85000,False,2025-10-08,-4739,Expense,Food,Restaurant,Credit Card,False,Weekday,salaried_subscription,2025-10,54819,10,8,Wednesday,False
user_001_v10,24,Software Engineer,85000,False,2025-10-10,-224,Expense,Subscriptions,Netflix,Credit Card,True,Weekday,salaried_subscription,2025-10,54595,10,10,Friday,False
user_001_v10,24,Software Engineer,85000,False,2025-10-10,-337,Expense,Subscriptions,Spotify,Upi,True,Weekday,salaried_subscription,2025-10,54258,10,10,Friday,False
user_001_v10,24,Software Engineer,85000,False,2025-10-12,-959,Expense,Food,Zomato,Upi,False,Weekend,salaried_subscription,2025-10,53299,10,12,Sunday,True
user_001_v10,24,Software Engineer,85000,False,2025-10-14,-7334,Expense,Shopping,Myntra,Credit Card,False,Weekday,salaried_subscription,2025-10,45965,10,14,Tuesday,False
user_001_v10,24,Software Engineer,85000,False,2025-10-15,-203,Expense,Transport,Uber,Upi,False,Weekday,salaried_subscription,2025-10,45762,10,15,Wednesday,False
user_001_v10,24,Software Engineer,85000,False,2025-10-16,-5641,Expense,Investment,Mutual Fund,Bank Transfer,True,Weekday,salaried_subscription,2025-10,40121,10,16,Thursday,False
user_001_v10,24,Software Engineer,85000,False,2025-10-18,-1692,Expense,Health,Pharmacy,Upi,False,Weekend,salaried_subscription,2025-10,38429,10,18,Saturday,True
user_001_v10,24,Software Engineer,85000,False,2025-10-20,-9590,Expense,Travel,Makemytrip,Credit Card,False,Weekday,salaried_subscription,2025-10,28839,10,20,Monday,False
user_001_v10,24,Software Engineer,85000,False,2025-10-22,-507,Expense,Food,Cafe Coffee Day,Debit Card,False,Weekday,salaried_subscription,2025-10,28332,10,22,Wednesday,False
user_001_v10,24,Software Engineer,85000,False,2025-10-25,-2482,Expense,Utilities,Electricity Board,Upi,True,Weekend,salaried_subscription,2025-10,25850,10,25,Saturday,True
user_001_v10,24,Software Engineer,85000,False,2025-10-28,-3610,Expense,Shopping,Flipkart,Credit Card,False,Weekday,salaried_subscription,2025-10,22240,10,28,Tuesday,False
user_001_v10,24,Software Engineer,85000,False,2025-11-01,85000,Income,Salary,Tech Corp,Bank Transfer,True,Weekend,salaried_subscription,2025-11,107240,11,1,Saturday,True
user_001_v10,24,Software Engineer,85000,False,2025-11-03,-1690,Expense,Subscriptions,Subscriptions Vendor,Credit Card,False,Weekday,salaried_subscription,2025-11,105550,11,3,Monday,False
