user_id,age,occupation,monthly_income,is_variable_income,date,amount,type,category,merchant,payment_mode,recurring,day_type,persona_label,year_month,running_balance
user_001_v1,24,Software Engineer,85000,False,2025-11-05,-21937,expense,Rent,Landlord,Bank Transfer,True,weekday,salaried_low,2025-11,83512
user_001_v1,24,Software Engineer,85000,False,2025-11-10,-513,expense,Subscriptions,Netflix,Credit Card,True,weekday,salaried_low,2025-11,82999
user_001_v1,24,Software Engineer,85000,False,2025-11-10,-284,expense,Subscriptions,Spotify,Credit Card,True,weekday,salaried_low,2025-11,82715
user_001_v1,24,Software Engineer,85000,False,2025-11-11,-4880,expense,Investment,Investment Vendor,Bank Transfer,False,weekday,salaried_low,2025-11,77835
user_001_v1,24,Software Engineer,85000,False,2025-11-16,-5310,expense,Investment,Mutual Fund,UPI,True,weekend,salaried_low,2025-11,72525
user_001_v1,24,Software Engineer,85000,False,2025-11-19,-4438,expense,Investment,Investment Vendor,Bank Transfer,False,weekday,salaried_low,2025-11,68087
user_001_v1,24,Software Engineer,85000,False,2025-11-19,-1160,expense,Entertainment,Entertainment Vendor,UPI,False,weekday,salaried_low,2025-11,66927
user_001_v1,24,Software Engineer,85000,False,2025-11-25,-1472,expense,Utilities,Electricity Board,Bank Transfer,True,weekday,salaried_low,2025-11,65455
user_001_v1,24,Software Engineer,85000,False,2025-11-27,-9003,expense,Investment,Investment Vendor,UPI,False,weekday,salaried_low,2025-11,56452
user_001_v1,24,Software Engineer,85000,False,2025-12-01,85000,income,Salary,Tech Corp,Bank Transfer,True,weekday,salaried_low,2025-12,141452
user_001_v1,24,Software Engineer,85000,False,2025-12-04,-1507,expense,Food,Food Vendor,UPI,False,weekday,salaried_low,2025-12,139945
user_001_v1,24,Software Engineer,85000,False,2025-12-05,-34163,expense,Rent,Landlord,Bank Transfer,True,weekday,salaried_low,2025-12,105782
user_001_v1,24,Software Engineer,85000,False,2025-12-08,-2243,expense,Health,Health Vendor,UPI,False,weekday,salaried_low,2025-12,103539
user_001_v1,24,Software Engineer,85000,False,2025-12-10,-333,expense,Subscriptions,Netflix,Credit Card,True,weekday,salaried_low,2025-12,103206
user_001_v1,24,Software Engineer,85000,False,2025-12-10,-931,expense,Subscriptions,Spotify,Credit Card,True,weekday,salaried_low,2025-12,102275
user_001_v1,24,Software Engineer,85000,False,2025-12-11,-10981,expense,Shopping,Shopping Vendor,Debit Card,False,weekday,salaried_low,2025-12,91294
user_001_v1,24,Software Engineer,85000,False,2025-12-16,-12776,expense,Investment,Mutual Fund,UPI,True,weekday,salaried_low,2025-12,78518
user_001_v1,24,Software Engineer,85000,False,2025-12-19,-1542,expense,Entertainment,Entertainment Vendor,Credit Card,False,weekday,salaried_low,2025-12,76976
user_001_v1,24,Software Engineer,85000,False,2025-12-25,-3429,expense,Utilities,Electricity Board,UPI,True,weekday,salaried_low,2025-12,73547
user_001_v1,24,Software Engineer,85000,False,2026-01-01,85000,income,Salary,Tech Corp,Bank Transfer,True,weekday,salaried_low,2026-01,158547
user_001_v1,24,Software Engineer,85000,False,2026-01-02,-5271,expense,Travel,Travel Vendor,Credit Card,False,weekday,salaried_low,2026-01,153276
user_001_v1,24,Software Engineer,85000,False,2026-01-05,-24134,expense,Rent,Landlord,Bank Transfer,True,weekday,salaried_low,2026-01,129142
user_001_v1,24,Software Engineer,85000,False,2026-01-05,-737,expense,Health,Health Vendor,UPI,False,weekday,salaried_low,2026-01,128405
user_001_v1,24,Software Engineer,85000,False,2026-01-06,-202,expense,Transport,Transport Vendor,Cash,False,weekday,salaried_low,2026-01,128203
user_001_v1,24,Software Engineer,85000,False,2026-01-08,-1001,expense,Shopping,Shopping Vendor,Debit Card,False,weekday,salaried_low,2026-01,127202
user_001_v1,24,Software Engineer,85000,False,2026-01-10,-574,expense,Subscriptions,Netflix,UPI,True,weekend,salaried_low,2026-01,126628
user_001_v1,24,Software Engineer,85000,False,2026-01-10,-370,expense,Subscriptions,Spotify,UPI,True,weekend,salaried_low,2026-01,126258
user_001_v1,24,Software Engineer,85000,False,2026-01-12,-6148,expense,Travel,Travel Vendor,Bank Transfer,False,weekday,salaried_low,2026-01,120110
user_001_v1,24,Software Engineer,85000,False,2026-01-16,-8287,expense,Investment,Mutual Fund,UPI,True,weekday,salaried_low,2026-01,111823
user_001_v1,24,Software Engineer,85000,False,2026-01-22,-3702,expense,Shopping,Shopping Vendor,Credit Card,False,weekday,salaried_low,2026-01,108121
user_001_v1,24,Software Engineer,85000,False,2026-01-25,-963,expense,Utilities,Electricity Board,Bank Transfer,True,weekend,salaried_low,2026-01,107158
user_001_v1,24,Software Engineer,85000,False,2026-02-01,85000,income,Salary,Tech Corp,Bank Transfer,True,weekday,salaried_low,2026-02,192158
user_001_v1,24,Software Engineer,85000,False,2026-02-02,-273,expense,Transport,Transport Vendor,UPI,False,weekday,salaried_low,2026-02,191885
user_001_v1,24,Software Engineer,85000,False,2026-02-05,-17064,expense,Rent,Landlord,Bank Transfer,True,weekday,salaried_low,2026-02,174821
user_001_v1,24,Software Engineer,85000,False,2026-02-06,-7014,expense,Shopping,Shopping Vendor,Debit Card,False,weekday,salaried_low,2026-02,167807
user_001_v1,24,Software Engineer,85000,False,2026-02-06,-739,expense,Food,Food Vendor,Credit Card,False,weekday,salaried_low,2026-02,167068
user_001_v1,24,Software Engineer,85000,False,2026-02-09,-4994,expense,Shopping,Shopping Vendor,Credit Card,False,weekday,salaried_low,2026-02,162074
user_001_v1,24,Software Engineer,85000,False,2026-02-10,-397,expense,Subscriptions,Netflix,Credit Card,True,weekday,salaried_low,2026-02,161677
user_001_v1,24,Software Engineer,85000,False,2026-02-10,-1068,expense,Subscriptions,Spotify,UPI,True,weekday,salaried_low,2026-02,160609
user_001_v1,24,Software Engineer,85000,False,2026-02-10,-882,expense,Transport,Transport Vendor,UPI,False,weekday,salaried_low,2026-02,159727
user_001_v1,24,Software Engineer,85000,False,2026-02-10,-12475,expense,Travel,Travel Vendor,Credit Card,False,weekday,salaried_low,2026-02,147252
user_001_v1,24,Software Engineer,85000,False,2026-02-12,-4980,expense,Entertainment,Entertainment Vendor,Credit Card,False,weekday,salaried_low,2026-02,142272
user_001_v1,24,Software Engineer,85000,False,2026-02-13,-6144,expense,Shopping,Shopping Vendor,Debit Card,False,weekday,salaried_low,2026-02,136128
user_001_v1,24,Software Engineer,85000,False,2026-02-13,-677,expense,Food,Food Vendor,Credit Card,False,weekday,salaried_low,2026-02,135451
user_001_v1,24,Software Engineer,85000,False,2026-02-16,-7145,expense,Investment,Mutual Fund,Bank Transfer,True,weekday,salaried_low,2026-02,128306
user_001_v1,24,Software Engineer,85000,False,2026-02-23,-3692,expense,Entertainment,Entertainment Vendor,UPI,False,weekday,salaried_low,2026-02,124614
user_001_v1,24,Software Engineer,85000,False,2026-02-25,-3103,expense,Utilities,Electricity Board,UPI,True,weekday,salaried_low,2026-02,121511
user_001_v1,24,Software Engineer,85000,False,2026-03-01,85000,income,Salary,Tech Corp,Bank Transfer,True,weekday,salaried_low,2026-03,206511
user_001_v1,24,Software Engineer,85000,False,2026-03-05,-31837,expense,Rent,Landlord,Bank Transfer,True,weekday,salaried_low,2026-03,174674
user_001_v1,24,Software Engineer,85000,False,2026-03-06,-1491,expense,Food,Food Vendor,Credit Card,False,weekday,salaried_low,2026-03,173183
user_001_v1,24,Software Engineer,85000,False,2026-03-10,-292,expense,Subscriptions,Netflix,UPI,True,weekday,salaried_low,2026-03,172891
user_001_v1,24,Software Engineer,85000,False,2026-03-10,-205,expense,Subscriptions,Spotify,Credit Card,True,weekday,salaried_low,2026-03,172686
user_001_v1,24,Software Engineer,85000,False,2026-03-10,-6292,expense,Shopping,Shopping Vendor,Credit Card,False,weekday,salaried_low,2026-03,166394
user_001_v1,24,Software Engineer,85000,False,2026-03-16,-11353,expense,Investment,Mutual Fund,UPI,True,weekday,salaried_low,2026-03,155041
user_001_v1,24,Software Engineer,85000,False,2026-03-23,-3462,expense,Shopping,Shopping Vendor,Credit Card,False,weekday,salaried_low,2026-03,151579
user_001_v1,24,Software Engineer,85000,False,2026-03-24,-3602,expense,Entertainment,Entertainment Vendor,Cash,False,weekday,salaried_low,2026-03,147977
user_001_v1,24,Software Engineer,85000,False,2026-03-25,-1311,expense,Utilities,Electricity Board,UPI,True,weekday,salaried_low,2026-03,146666
user_001_v1,24,Software Engineer,85000,False,2026-03-25,-532,expense,Transport,Transport Vendor,UPI,False,weekday,salaried_low,2026-03,146134
user_001_v1,24,Software Engineer,85000,False,2026-04-01,85000,income,Salary,Tech Corp,Bank Transfer,True,weekday,salaried_low,2026-04,231134
user_001_v1,24,Software Engineer,85000,False,2026-04-02,-830,expense,Food,Food Vendor,UPI,False,weekday,salaried_low,2026-04,230304
user_001_v1,24,Software Engineer,85000,False,2026-04-05,-15771,expense,Rent,Landlord,Bank Transfer,True,weekend,salaried_low,2026-04,214533
user_001_v1,24,Software Engineer,85000,False,2026-04-07,-4277,expense,Shopping,Shopping Vendor,Credit Card,False,weekday,salaried_low,2026-04,210256
user_001_v1,24,Software Engineer,85000,False,2026-04-09,-667,expense,Transport,Transport Vendor,UPI,False,weekday,salaried_low,2026-04,209589
user_001_v1,24,Software Engineer,85000,False,2026-04-09,-1081,expense,Food,Food Vendor,UPI,False,weekday,salaried_low,2026-04,208508
user_001_v1,24,Software Engineer,85000,False,2026-04-10,-296,expense,Subscriptions,Netflix,UPI,True,weekday,salaried_low,2026-04,208212
user_001_v1,24,Software Engineer,85000,False,2026-04-10,-270,expense,Subscriptions,Spotify,UPI,True,weekday,salaried_low,2026-04,207942
user_001_v1,24,Software Engineer,85000,False,2026-04-10,-2994,expense,Shopping,Shopping Vendor,Debit Card,False,weekday,salaried_low,2026-04,204948
user_001_v1,24,Software Engineer,85000,False,2026-04-16,-7547,expense,Investment,Mutual Fund,Bank Transfer,True,weekday,salaried_low,2026-04,197401
user_001_v1,24,Software Engineer,85000,False,2026-04-20,-8903,expense,Travel,Travel Vendor,Credit Card,False,weekday,salaried_low,2026-04,188498
user_001_v1,24,Software Engineer,85000,False,2026-04-20,-3624,expense,Shopping,Shopping Vendor,Debit Card,False,weekday,salaried_low,2026-04,184874
user_001_v1,24,Software Engineer,85000,False,2026-04-23,-1077,expense,Transport,Transport Vendor,Cash,False,weekday,salaried_low,2026-04,183797
user_001_v1,24,Software Engineer,85000,False,2026-04-23,-2325,expense,Shopping,Shopping Vendor,Debit Card,False,weekday,salaried_low,2026-04,181472
user_001_v1,24,Software Engineer,85000,False,2026-04-25,-683,expense,Utilities,Electricity Board,Bank Transfer,True,weekend,salaried_low,2026-04,180789
user_001_v1,24,Software Engineer,85000,False,2026-05-01,85000,income,Salary,Tech Corp,Bank Transfer,True,weekday,salaried_low,2026-05,265789
user_001_v1,24,Software Engineer,85000,False,2026-05-04,-279,expense,Food,Food Vendor,Credit Card,False,weekday,salaried_low,2026-05,265510
user_001_v1,24,Software Engineer,85000,False,2026-05-05,-29429,expense,Rent,Landlord,Bank Transfer,True,weekday,salaried_low,2026-05,236081
user_001_v1,24,Software Engineer,85000,False,2026-05-07,-2001,expense,Health,Health Vendor,Credit Card,False,weekday,salaried_low,2026-05,234080
user_001_v1,24,Software Engineer,85000,False,2026-05-07,-2226,expense,Entertainment,Entertainment Vendor,UPI,False,weekday,salaried_low,2026-05,231854
user_001_v1,24,Software Engineer,85000,False,2026-05-08,-15146,expense,Investment,Investment Vendor,Bank Transfer,False,weekday,salaried_low,2026-05,216708
user_001_v1,24,Software Engineer,85000,False,2026-05-10,-534,expense,Subscriptions,Netflix,Credit Card,True,weekend,salaried_low,2026-05,216174
user_001_v1,24,Software Engineer,85000,False,2026-05-10,-322,expense,Subscriptions,Spotify,Credit Card,True,weekend,salaried_low,2026-05,215852
user_001_v1,24,Software Engineer,85000,False,2026-05-16,-11994,expense,Investment,Mutual Fund,UPI,True,weekend,salaried_low,2026-05,203858
user_001_v1,24,Software Engineer,85000,False,2026-05-19,-1959,expense,Food,Food Vendor,Credit Card,False,weekday,salaried_low,2026-05,201899
user_001_v1,24,Software Engineer,85000,False,2026-05-19,-10448,expense,Investment,Investment Vendor,Bank Transfer,False,weekday,salaried_low,2026-05,191451
user_001_v1,24,Software Engineer,85000,False,2026-05-25,-2421,expense,Utilities,Electricity Board,UPI,True,weekday,salaried_low,2026-05,189030
user_001_v1,24,Software Engineer,85000,False,2026-05-28,-924,expense,Food,Food Vendor,UPI,False,weekday,salaried_low,2026-05,188106
user_001_v1,24,Software Engineer,85000,False,2026-06-01,85000,income,Salary,Tech Corp,Bank Transfer,True,weekday,salaried_low,2026-06,273106
user_001_v1,24,Software Engineer,85000,False,2026-06-02,-8003,expense,Investment,Investment Vendor,Bank Transfer,False,weekday,salaried_low,2026-06,265103
user_001_v1,24,Software Engineer,85000,False,2026-06-05,-32286,expense,Rent,Landlord,Bank Transfer,True,weekday,salaried_low,2026-06,232817
user_001_v1,24,Software Engineer,85000,False,2026-06-10,-350,expense,Subscriptions,Netflix,UPI,True,weekday,salaried_low,2026-06,232467
user_001_v1,24,Software Engineer,85000,False,2026-06-10,-258,expense,Subscriptions,Spotify,UPI,True,weekday,salaried_low,2026-06,232209
user_001_v1,24,Software Engineer,85000,False,2026-06-16,-9675,expense,Investment,Mutual Fund,UPI,True,weekday,salaried_low,2026-06,222534
user_001_v1,24,Software Engineer,85000,False,2026-06-25,-1570,expense,Utilities,Electricity Board,Bank Transfer,True,weekday,salaried_low,2026-06,220964
user_001_v1,24,Software Engineer,85000,False,2026-06-26,-400,expense,Health,Health Vendor,UPI,False,weekday,salaried_low,2026-06,220564
user_001_v1,24,Software Engineer,85000,False,2026-07-01,85000,income,Salary,Tech Corp,Bank Transfer,True,weekday,salaried_low,2026-07,305564
user_001_v1,24,Software Engineer,85000,False,2026-07-02,-817,expense,Shopping,Shopping Vendor,Credit Card,False,weekday,salaried_low,2026-07,304747
user_001_v1,24,Software Engineer,85000,False,2026-07-03,-2286,expense,Food,Food Vendor,Cash,False,weekday,salaried_low,2026-07,302461
user_001_v1,24,Software Engineer,85000,False,2026-07-05,-16718,expense,Rent,Landlord,Bank Transfer,True,weekend,salaried_low,2026-07,285743
user_001_v1,24,Software Engineer,85000,False,2026-07-06,-935,expense,Food,Food Vendor,UPI,False,weekday,salaried_low,2026-07,284808
user_001_v1,24,Software Engineer,85000,False,2026-07-09,-1685,expense,Shopping,Shopping Vendor,Debit Card,False,weekday,salaried_low,2026-07,283123
user_001_v1,24,Software Engineer,85000,False,2026-07-10,-511,expense,Subscriptions,Netflix,UPI,True,weekday,salaried_low,2026-07,282612
user_001_v1,24,Software Engineer,85000,False,2026-07-10,-258,expense,Subscriptions,Spotify,Credit Card,True,weekday,salaried_low,2026-07,282354
user_001_v1,24,Software Engineer,85000,False,2026-07-16,-7913,expense,Investment,Mutual Fund,UPI,True,weekday,salaried_low,2026-07,274441
user_001_v1,24,Software Engineer,85000,False,2026-07-20,-1851,expense,Food,Food Vendor,Cash,False,weekday,salaried_low,2026-07,272590
user_001_v1,24,Software Engineer,85000,False,2026-07-22,-1835,expense,Food,Food Vendor,Cash,False,weekday,salaried_low,2026-07,270755
user_001_v1,24,Software Engineer,85000,False,2026-07-22,-2839,expense,Shopping,Shopping Vendor,Debit Card,False,weekday,salaried_low,2026-07,267916
user_001_v1,24,Software Engineer,85000,False,2026-07-23,-5870,expense,Travel,Travel Vendor,Bank Transfer,False,weekday,salaried_low,2026-07,262046
user_001_v1,24,Software Engineer,85000,False,2026-07-24,-3548,expense,Investment,Investment Vendor,Bank Transfer,False,weekday,salaried_low,2026-07,258498
user_001_v1,24,Software Engineer,85000,False,2026-07-25,-1509,expense,Utilities,Electricity Board,UPI,True,weekend,salaried_low,2026-07,256989
user_001_v1,24,Software Engineer,85000,False,2026-07-27,-1644,expense,Shopping,Shopping Vendor,Debit Card,False,weekday,salaried_low,2026-07,255345
user_001_v1,24,Software Engineer,85000,False,2026-08-01,85000,income,Salary,Tech Corp,Bank Transfer,True,weekday,salaried_low,2026-08,340345
user_001_v1,24,Software Engineer,85000,False,2026-08-05,-26820,expense,Rent,Landlord,Bank Transfer,True,weekday,salaried_low,2026-08,313525
user_001_v1,24,Software Engineer,85000,False,2026-08-05,-5307,expense,Entertainment,Entertainment Vendor,Cash,False,weekday,salaried_low,2026-08,308218
user_001_v1,24,Software Engineer,85000,False,2026-08-07,-6369,expense,Travel,Travel Vendor,Bank Transfer,False,weekday,salaried_low,2026-08,301849
user_001_v1,24,Software Engineer,85000,False,2026-08-10,-469,expense,Subscriptions,Netflix,UPI,True,weekday,salaried_low,2026-08,301380
user_001_v1,24,Software Engineer,85000,False,2026-08-10,-712,expense,Subscriptions,Spotify,Credit Card,True,weekday,salaried_low,2026-08,300668
user_001_v1,24,Software Engineer,85000,False,2026-08-13,-4220,expense,Shopping,Shopping Vendor,Credit Card,False,weekday,salaried_low,2026-08,296448
user_001_v1,24,Software Engineer,85000,False,2026-08-14,-1826,expense,Food,Food Vendor,Cash,False,weekday,salaried_low,2026-08,294622
user_001_v1,24,Software Engineer,85000,False,2026-08-16,-10833,expense,Investment,Mutual Fund,Bank Transfer,True,weekend,salaried_low,2026-08,283789
user_001_v1,24,Software Engineer,85000,False,2026-08-18,-9224,expense,Travel,Travel Vendor,Credit Card,False,weekday,salaried_low,2026-08,274565
user_001_v1,24,Software Engineer,85000,False,2026-08-25,-6038,expense,Utilities,Electricity Board,UPI,True,weekday,salaried_low,2026-08,268527
user_001_v10,24,Software Engineer,85000,False,2025-10-01,85000,income,Salary,Tech Corp,Bank Transfer,False,,salaried_subscription,2025-10,85000
user_001_v10,24,Software Engineer,85000,False,2025-10-02,-1354,expense,Food,Swiggy,UPI,False,weekday,salaried_subscription,2025-10,83646
user_001_v10,24,Software Engineer,85000,False,2025-10-03,-394,expense,Food,Starbucks,Credit Card,False,weekday,salaried_subscription,2025-10,83252
user_001_v10,24,Software Engineer,85000,False,2025-10-05,-16925,expense,Rent,Landlord,Bank Transfer,True,weekday,salaried_subscription,2025-10,66327
user_001_v10,24,Software Engineer,85000,False,2025-10-06,-2820,expense,Shopping,Amazon,Credit Card,False,weekday,salaried_subscription,2025-10,63507
user_001_v10,24,Software Engineer,85000,False,2025-10-07,-3949,expense,Entertainment,PVR Cinemas,Debit Card,False,weekend,salaried_subscription,2025-10,59558
user_001_v10,24,Software Engineer,85000,False,2025-10-08,-4739,expense,Food,Restaurant,Credit Card,False,weekend,salaried_subscription,2025-10,54819
user_001_v10,24,Software Engineer,85000,False,2025-10-10,-224,expense,Subscriptions,Netflix,Credit Card,True,weekday,salaried_subscription,2025-10,54595
user_001_v10,24,Software Engineer,85000,False,2025-10-10,-337,expense,Subscriptions,Spotify,UPI,True,weekday,salaried_subscription,2025-10,54258
user_001_v10,24,Software Engineer,85000,False,2025-10-12,-959,expense,Food,Zomato,UPI,False,weekday,salaried_subscription,2025-10,53299
user_001_v10,24,Software Engineer,85000,False,2025-10-14,-7334,expense,Shopping,Myntra,Credit Card,False,weekend,salaried_subscription,2025-10,45965
user_001_v10,24,Software Engineer,85000,False,2025-10-15,-203,expense,Transport,Uber,UPI,False,weekday,salaried_subscription,2025-10,45762
user_001_v10,24,Software Engineer,85000,False,2025-10-16,-5641,expense,Investment,Mutual Fund,Bank Transfer,True,weekday,salaried_subscription,2025-10,40121
user_001_v10,24,Software Engineer,85000,False,2025-10-18,-1692,expense,Health,Pharmacy,UPI,False,weekday,salaried_subscription,2025-10,38429
user_001_v10,24,Software Engineer,85000,False,2025-10-20,-9590,expense,Travel,MakeMyTrip,Credit Card,False,weekday,salaried_subscription,2025-10,28839
user_001_v10,24,Software Engineer,85000,False,2025-10-22,-507,expense,Food,Cafe Coffee Day,Debit Card,False,weekend,salaried_subscription,2025-10,28332
user_001_v10,24,Software Engineer,85000,False,2025-10-25,-2482,expense,Utilities,Electricity Board,UPI,True,weekday,salaried_subscription,2025-10,25850
user_001_v10,24,Software Engineer,85000,False,2025-10-28,-3610,expense,Shopping,Flipkart,Credit Card,False,weekend,salaried_subscription,2025-10,22240
user_001_v10,24,Software Engineer,85000,False,2025-11-01,85000,income,Salary,Tech Corp,Bank Transfer,True,weekday,salaried_subscription,2025-11,107240
user_001_v10,24,Software Engineer,85000,False,2025-11-03,-1690,expense,Subscriptions,Subscriptions Vendor,Credit Card,False,weekday,salaried_subscription,2025-11,105550
user_001_v10,24,Software Engineer,85000,False,2025-11-04,-3901,expense,Shopping,Shopping Vendor,Debit Card,False,weekday,salaried_subscription,2025-11,101649
user_001_v10,24,Software Engineer,85000,False,2025-11-04,-680,expense,Transport,Transport Vendor,UPI,False,weekday,salaried_subscription,2025-11,100969
user_001_v10,24,Software Engineer,85000,False,2025-11-04,-730,expense,Subscriptions,Subscriptions Vendor,UPI,False,weekday,salaried_subscription,2025-11,100239
user_001_v10,24,Software Engineer,85000,False,2025-11-05,-13571,expense,Rent,Landlord,Bank Transfer,True,weekday,salaried_subscription,2025-11,86668
user_001_v10,24,Software Engineer,85000,False,2025-11-07,-2319,expense,Other,Other Vendor,Cash,False,weekday,salaried_subscription,2025-11,84349
user_001_v10,24,Software Engineer,85000,False,2025-11-07,-1439,expense,Food,Food Vendor,UPI,False,weekday,salaried_subscription,2025-11,82910
user_001_v10,24,Software Engineer,85000,False,2025-11-10,-2007,expense,Subscriptions,Netflix,UPI,True,weekday,salaried_subscription,2025-11,80903
user_001_v10,24,Software Engineer,85000,False,2025-11-10,-2697,expense,Subscriptions,Spotify,Credit Card,True,weekday,salaried_subscription,2025-11,78206
user_001_v10,24,Software Engineer,85000,False,2025-11-10,-5315,expense,Shopping,Shopping Vendor,Debit Card,False,weekday,salaried_subscription,2025-11,72891
user_001_v10,24,Software Engineer,85000,False,2025-11-11,-930,expense,Subscriptions,Subscriptions Vendor,UPI,False,weekday,salaried_subscription,2025-11,71961
user_001_v10,24,Software Engineer,85000,False,2025-11-13,-1758,expense,Food,Food Vendor,UPI,False,weekday,salaried_subscription,2025-11,70203
user_001_v10,24,Software Engineer,85000,False,2025-11-16,-3499,expense,Investment,Mutual Fund,UPI,True,weekend,salaried_subscription,2025-11,66704
user_001_v10,24,Software Engineer,85000,False,2025-11-17,-1084,expense,Subscriptions,Subscriptions Vendor,Credit Card,False,weekday,salaried_subscription,2025-11,65620
user_001_v10,24,Software Engineer,85000,False,2025-11-19,-1458,expense,Subscriptions,Subscriptions Vendor,UPI,False,weekday,salaried_subscription,2025-11,64162
user_001_v10,24,Software Engineer,85000,False,2025-11-19,-15515,expense,Investment,Investment Vendor,Bank Transfer,False,weekday,salaried_subscription,2025-11,48647
user_001_v10,24,Software Engineer,85000,False,2025-11-19,-3275,expense,Subscriptions,Subscriptions Vendor,Credit Card,False,weekday,salaried_subscription,2025-11,45372
user_001_v10,24,Software Engineer,85000,False,2025-11-20,-1008,expense,Subscriptions,Subscriptions Vendor,Credit Card,False,weekday,salaried_subscription,2025-11,44364
user_001_v10,24,Software Engineer,85000,False,2025-11-21,-1361,expense,Health,Health Vendor,UPI,False,weekday,salaried_subscription,2025-11,43003
user_001_v10,24,Software Engineer,85000,False,2025-11-25,-2967,expense,Utilities,Electricity Board,Bank Transfer,True,weekday,salaried_subscription,2025-11,40036
user_001_v10,24,Software Engineer,85000,False,2025-11-25,-581,expense,Subscriptions,Subscriptions Vendor,Credit Card,False,weekday,salaried_subscription,2025-11,39455
user_001_v10,24,Software Engineer,85000,False,2025-11-26,-2846,expense,Subscriptions,Subscriptions Vendor,UPI,False,weekday,salaried_subscription,2025-11,36609
user_001_v10,24,Software Engineer,85000,False,2025-11-28,-1212,expense,Transport,Transport Vendor,UPI,False,weekday,salaried_subscription,2025-11,35397
user_001_v10,24,Software Engineer,85000,False,2025-12-01,85000,income,Salary,Tech Corp,Bank Transfer,True,weekday,salaried_subscription,2025-12,120397
user_001_v10,24,Software Engineer,85000,False,2025-12-04,-486,expense,Food,Food Vendor,Credit Card,False,weekday,salaried_subscription,2025-12,119911
user_001_v10,24,Software Engineer,85000,False,2025-12-05,-26726,expense,Rent,Landlord,Bank Transfer,True,weekday,salaried_subscription,2025-12,93185
user_001_v10,24,Software Engineer,85000,False,2025-12-08,-836,expense,Health,Health Vendor,Credit Card,False,weekday,salaried_subscription,2025-12,92349
user_001_v10,24,Software Engineer,85000,False,2025-12-09,-440,expense,Food,Food Vendor,UPI,False,weekday,salaried_subscription,2025-12,91909
user_001_v10,24,Software Engineer,85000,False,2025-12-09,-579,expense,Food,Food Vendor,Credit Card,False,weekday,salaried_subscription,2025-12,91330
user_001_v10,24,Software Engineer,85000,False,2025-12-10,-505,expense,Subscriptions,Netflix,UPI,True,weekday,salaried_subscription,2025-12,90825
