user_id,year_month,total_spending_x,total_income,savings_rate,monthly_avg_transaction_amount,savings_level,income_3m_cv,income_volatility_level,total_spending_y,top_merchants,top_merchants_spend,merchant_concentration,is_high_merchant_dependency,total_spending,recurring_expense_total,recurring_to_spend_ratio,recurring_burden_level,cash_vs_digital_ratio,payment_preference,avg_daily_spend,avg_weekend_fraction,weekend_pattern,mean_daily_spend,std_daily_spend,spike_threshold,spike_count,max_spike_spend,has_spike,overspend_category_count,top_overspend_category,top_overspend_share_change,prev_total_spending,spend_change_pct,spending_trend,category_spend_dict,rb_low_or_negative_savings,rb_high_income_volatility,rb_high_merchant_dependency,rb_high_recurring_burden,rb_weekend_heavy_pattern,rb_extreme_payment_preference,rb_has_spending_spike,rb_has_category_overspend,stat_spend_zscore,stat_income_zscore,stat_savings_zscore,stat_spend_unusually_high,stat_spend_unusually_low,stat_savings_unusually_low,stat_spike_intensity,comp_prev_spending,comp_spending_change_pct,comp_spending_increase,comp_spending_decrease,comp_prev_income,comp_income_change_pct,comp_income_increase,comp_income_decrease,comp_category_shift_count,comp_has_category_shift,comp_prev_cash_ratio,comp_cash_ratio_change,comp_cash_usage_increase,comp_cash_usage_decrease,comp_weekend_share,comp_prev_weekend_share,comp_weekend_shift,comp_trend_3mo,comp_trend_strength
user_001_v1,2026-08,71818,85000,0.1550823529411764,14256.181818181818,low,0.0,low,71818,"['Landlord', 'Travel Vendor', 'Mutual Fund', 'Electricity Board', 'Entertainment Vendor']","[26820, 15593, 10833, 6038, 5307]",0.899370631318054,True,71818,71818,1.0,high,0.0993205046088724,digital_heavy,7979.777777777777,0.2222222222222222,weekday_heavy,7979.777777777777,9195.69679285767,26371.17136349312,1.0,32127.0,True,1.0,Travel,10.023024075876576,50219.0,0.4300961787371313,increase,{},True,False,True,True,False,True,True,True,1.1034465098485748,,-1.1034465098485748,False,False,True,4.026051964688518,50219.0,0.43009617873713135,True,False,85000.0,0.0,False,False,0,False,0.118919134192238,-0.019598629583365598,False,False,,,False,58193.0,0.23413468973931573
user_001_v10,2025-10,62760,85000,0.2616470588235294,8208.888888888889,medium,0.0,low,62760,"['Landlord', 'Makemytrip', 'Myntra', 'Mutual Fund', 'Restaurant']","[16925, 9590, 7334, 5641, 4739]",0.7047323135755258,True,62760,25609,0.4080465264499681,high,0.0,digital_heavy,3691.764705882353,0.2352941176470588,weekday_heavy,3691.764705882353,4228.18714496792,12148.138995818194,1.0,16925.0,True,0.0,,0.0,0.0,0.0,no_prev_data,{},False,False,True,True,False,True,True,False,-0.2155536484999022,,0.21555364849990205,False,False,False,4.584528362014021,,,False,False,,,False,False,0,False,,,False,False,,,False,,
user_001_v10,2025-11,71843,85000,0.1547882352941176,6535.125,low,0.0,low,71843,"['Investment Vendor', 'Subscriptions Vendor', 'Landlord', 'Shopping Vendor', 'Mutual Fund']","[15515, 13602, 13571, 9216, 3499]",0.7711676850911015,True,71843,71843,1.0,high,0.0322787188730982,digital_heavy,4490.1875,0.125,weekday_heavy,4490.1875,5359.160501174018,15208.508502348035,1.0,20248.0,True,2.0,Subscriptions,24.586680327394376,62760.0,0.1447259400892288,increase,{},True,False,True,True,False,True,True,True,0.675161918007013,,-0.6751619180070135,False,False,False,4.509388527761925,62760.0,0.14472594008922882,True,False,85000.0,0.0,False,False,0,False,0.0,0.0322787188730982,False,False,,,False,,
user_001_v10,2025-12,52162,85000,0.3863294117647058,7620.111111111111,medium,0.0,low,52162,"['Landlord', 'Travel Vendor', 'Subscriptions Vendor', 'Mutual Fund', 'Food Vendor']","[26726, 7754, 7336, 4778, 1505]",0.9221080480042944,True,52162,52162,1.0,high,0.0,digital_heavy,4742.0,0.0,weekday_heavy,4742.0,7363.744995831697,19469.489991663395,1.0,26726.0,True,1.0,Rent,32.346730969114205,71843.0,-0.2739445735840652,decrease,{},False,False,True,True,False,True,True,True,-1.2548362174573267,,1.254836217457326,False,False,False,5.636018557570646,71843.0,-0.27394457358406527,False,True,85000.0,0.0,False,False,0,False,0.0322787188730982,-0.0322787188730982,False,False,,,False,62255.0,-0.1621235242149225
user_001_v10,2026-01,76342,85000,0.1018588235294117,8491.684210526315,low,0.0,low,76342,"['Landlord', 'Travel Vendor', 'Mutual Fund', 'Subscriptions Vendor', 'Shopping Vendor']","[25005, 13662, 9111, 6476, 6319]",0.793442665898195,True,76342,76342,1.0,high,0.0225956878258363,digital_heavy,5089.466666666666,0.1333333333333333,weekday_heavy,5089.466666666666,7033.493298654817,19156.453263976306,1.0,27145.0,True,0.0,,0.0,52162.0,0.4635558452513323,increase,{},True,False,True,True,False,True,True,False,1.1163519800696147,,-1.1163519800696153,False,False,True,5.333564748107202,52162.0,0.46355584525133237,True,False,85000.0,0.0,False,False,0,False,0.0,0.0225956878258363,False,False,,,False,66782.33333333333,0.14314664057859622
user_001_v10,2026-02,76791,85000,0.0965764705882352,8089.55,low,0.0,low,76791,"['Landlord', 'Subscriptions Vendor', 'Mutual Fund', 'Shopping Vendor', 'Other Vendor']","[24913, 20799, 10132, 6904, 3796]",0.8665598833196598,True,76791,76791,1.0,high,0.0739279342631298,digital_heavy,5485.071428571428,0.0714285714285714,weekday_heavy,5485.071428571428,6664.640934109822,18814.353296791072,1.0,26976.0,True,1.0,Subscriptions,16.448235001909012,76342.0,0.0058814283094495,stable,{},True,False,True,True,False,True,True,True,1.1603827286506567,,-1.1603827286506574,False,False,True,4.918076337070751,76342.0,0.0058814283094495825,False,False,85000.0,0.0,False,False,0,False,0.0225956878258363,0.0513322464372935,False,False,,,False,68431.66666666667,0.12215592196595136
user_001_v10,2026-03,46422,85000,0.4538588235294117,11947.454545454546,high,0.0,low,46422,"['Landlord', 'Subscriptions Vendor', 'Mutual Fund', 'Electricity Board', 'Transport Vendor']","[19520, 10285, 9088, 4615, 1008]",0.958941881004696,True,46422,46422,1.0,high,0.0,digital_heavy,5802.75,0.125,weekday_heavy,5802.75,6769.427777700269,19341.605555400536,1.0,22392.0,True,0.0,,0.0,76791.0,-0.3954760323475407,decrease,{},False,False,True,True,False,True,True,False,-1.8177237382929199,,1.8177237382929194,False,False,False,3.8588600232648314,76791.0,-0.39547603234754075,False,True,85000.0,0.0,False,False,0,False,0.0739279342631298,-0.0739279342631298,False,False,,,False,66518.33333333333,-0.30211721079401666
user_001_v10,2026-04,58986,85000,0.3060470588235294,7999.222222222223,medium,0.0,low,58986,"['Landlord', 'Shopping Vendor', 'Mutual Fund', 'Subscriptions Vendor', 'Investment Vendor']","[15695, 9949, 8794, 7019, 4658]",0.781795680330926,True,58986,58986,1.0,high,0.0,digital_heavy,4213.285714285715,0.1428571428571428,weekday_heavy,4213.285714285715,4176.101966266277,12565.489646818269,1.0,15695.0,True,0.0,,0.0,46422.0,0.2706475378053509,increase,{},False,False,True,True,False,True,True,False,-0.5856472902479037,,0.5856472902479035,False,False,False,3.7251212152036075,46422.0,0.2706475378053509,True,False,85000.0,0.0,False,False,0,False,0.0,0.0,False,False,,,False,60733.0,-0.028765251181400556
user_001_v10,2026-05,75861,85000,0.1075176470588235,7311.863636363636,low,0.0,low,75861,"['Landlord', 'Mutual Fund', 'Subscriptions Vendor', 'Travel Vendor', 'Entertainment Vendor']","[31710, 12746, 11827, 6519, 3784]",0.8777369135656002,True,75861,75861,1.0,high,0.0555885105653761,digital_heavy,5418.642857142857,0.1428571428571428,weekday_heavy,5418.642857142857,9118.748133121462,23656.13912338578,1.0,36369.0,True,1.0,Rent,15.1921257764143,58986.0,0.28608483368935,increase,{},True,False,True,True,False,True,True,True,1.0691831825919282,,-1.0691831825919285,False,False,True,6.711828212124807,58986.0,0.28608483368935,True,False,85000.0,0.0,False,False,0,False,0.0,0.0555885105653761,False,False,,,False,60423.0,0.25549873392582295
user_001_v10,2026-06,64824,85000,0.2373647058823529,9988.266666666666,medium,0.0,low,64824,"['Landlord', 'Health Vendor', 'Mutual Fund', 'Entertainment Vendor', 'Food Vendor']","[28454, 7922, 7099, 4375, 3632]",0.7941811674688387,True,64824,64824,1.0,high,0.0427619400222139,digital_heavy,4986.461538461538,0.0,weekday_heavy,4986.461538461538,7058.193881150143,19102.849300761824,1.0,28454.0,True,1.0,Health,10.618083143258923,75861.0,-0.1454897773559536,decrease,{},False,False,True,True,False,True,True,True,-0.013149494666336971,,0.013149494666336551,False,False,False,5.706250771319265,75861.0,-0.14548977735595364,False,True,85000.0,0.0,False,False,0,False,0.0555885105653761,-0.012826570543162198,False,False,,,False,66557.0,-0.02603783223402497
user_001_v10,2026-07,69528,85000,0.1820235294117647,6718.608695652174,low,0.0,low,69528,"['Landlord', 'Travel Vendor', 'Subscriptions Vendor', 'Shopping Vendor', 'Mutual Fund']","[26899, 12563, 8262, 5547, 5295]",0.8423369002416292,True,69528,69528,1.0,high,0.0418536416983085,digital_heavy,4966.285714285715,0.1428571428571428,weekday_heavy,4966.285714285715,6897.859599993646,18762.00491427301,1.0,26899.0,True,0.0,,0.0,64824.0,0.0725657164013328,stable,{},True,False,True,True,False,True,True,False,0.4481436931403931,,-0.4481436931403932,False,False,False,5.416321481992866,64824.0,0.07256571640133284,False,False,85000.0,0.0,False,False,0,False,0.0427619400222139,-0.0009082983239054043,False,False,,,False,70071.0,-0.007749282870231623
user_001_v10,2026-08,59020,85000,0.3056470588235294,5760.8,medium,0.0,low,59020,"['Landlord', 'Shopping Vendor', 'Subscriptions Vendor', 'Mutual Fund', 'Food Vendor']","[25297, 14403, 7396, 2636, 2525]",0.8854117248390376,True,59020,59020,1.0,high,0.0155201626567265,digital_heavy,3688.75,0.125,weekday_heavy,3688.75,6188.030951966869,16064.811903933738,1.0,26456.0,True,1.0,Shopping,16.425511229497275,69528.0,-0.1511333563456449,decrease,{},False,False,True,True,False,True,True,True,-0.5823131132952191,,0.5823131132952187,False,False,False,7.172077261945104,69528.0,-0.15113335634564493,False,True,85000.0,0.0,False,False,0,False,0.0418536416983085,-0.026333479041581998,False,False,,,False,64457.333333333336,-0.08435554268456658
user_001_v2,2025-10,62760,85000,0.2616470588235294,8208.888888888889,medium,0.0,low,62760,"['Landlord', 'Makemytrip', 'Myntra', 'Mutual Fund', 'Restaurant']","[16925, 9590, 7334, 5641, 4739]",0.7047323135755258,True,62760,25609,0.4080465264499681,high,0.0,digital_heavy,3691.764705882353,0.2352941176470588,weekday_heavy,3691.764705882353,4228.18714496792,12148.138995818194,1.0,16925.0,True,0.0,,0.0,0.0,0.0,no_prev_data,{},False,False,True,True,False,True,True,False,-0.5867756113558252,,0.5867756113558246,False,False,False,4.584528362014021,,,False,False,,,False,False,0,False,,,False,False,,,False,,
user_001_v2,2025-11,66911,85000,0.2128117647058823,8935.941176470587,medium,0.0,low,66911,"['Landlord', 'Health Vendor', 'Mutual Fund', 'Food Vendor', 'Electricity Board']","[29569, 7609, 7480, 6254, 4610]",0.8297888239601859,True,66911,66911,1.0,high,0.0581518733840474,digital_heavy,5147.0,0.3076923076923077,weekday_heavy,5147.0,7565.341926280561,20277.683852561124,1.0,30484.0,True,1.0,Rent,17.223724118981565,62760.0,0.0661408540471638,stable,{},False,False,True,True,False,True,True,True,-0.11594244748413893,,0.11594244748413805,False,False,False,5.922673401981737,62760.0,0.0661408540471638,False,False,85000.0,0.0,False,False,0,False,0.0,0.0581518733840474,False,False,,,False,,
user_001_v2,2025-12,60182,85000,0.2919764705882353,6913.428571428572,medium,0.0,low,60182,"['Landlord', 'Travel Vendor', 'Mutual Fund', 'Shopping Vendor', 'Utilities Vendor']","[16000, 9481, 8494, 6120, 5650]",0.7601109966435147,True,60182,60182,1.0,high,0.0084410621115948,digital_heavy,4629.384615384615,0.3076923076923077,weekday_heavy,4629.384615384615,5714.734862124287,16058.85433963319,2.0,18483.0,True,0.0,,0.0,66911.0,-0.1005664240558353,decrease,{},False,False,True,True,False,True,True,False,-0.879188980775533,,0.8791889807755323,False,False,False,3.9925392974643583,66911.0,-0.10056642405583537,False,True,85000.0,0.0,False,False,0,False,0.0581518733840474,-0.049710811272452596,False,False,,,False,63284.333333333336,-0.04902213818059239
user_001_v2,2026-01,81242,85000,0.0442117647058823,9778.941176470587,low,0.0,low,81242,"['Landlord', 'Shopping Vendor', 'Mutual Fund', 'Entertainment Vendor', 'Utilities Vendor']","[24560, 23612, 12933, 7415, 3545]",0.8870411855936584,True,81242,81242,1.0,high,0.0416902587331675,digital_heavy,5803.0,0.2857142857142857,weekday_heavy,5803.0,6927.394769010518,19657.78953802104,1.0,27297.0,True,1.0,Shopping,18.8946311743704,60182.0,0.3499385198232029,increase,{},True,False,True,True,False,True,True,True,1.5095719036228559,,-1.5095719036228568,False,False,True,4.703946234706186,60182.0,0.34993851982320295,True,False,85000.0,0.0,False,False,0,False,0.0084410621115948,0.0332491966215727,False,False,,,False,69445.0,0.16987544099647203
user_001_v2,2026-02,75946,85000,0.1065176470588235,9467.411764705885,low,0.0,low,75946,"['Landlord', 'Travel Vendor', 'Shopping Vendor', 'Health Vendor', 'Mutual Fund']","[28706, 22586, 7000, 6263, 4201]",0.9053274695178152,True,75946,75946,1.0,high,0.0219498064414189,digital_heavy,6328.833333333333,0.25,weekday_heavy,6328.833333333333,10427.299233529053,27183.43180039144,1.0,36847.0,True,1.0,Travel,13.985671889152067,81242.0,-0.0651879569680707,stable,{},True,False,True,True,False,True,True,True,0.9088654627978859,,-0.9088654627978866,False,False,False,5.8220841123956495,81242.0,-0.0651879569680707,False,False,85000.0,0.0,False,False,0,False,0.0416902587331675,-0.0197404522917486,False,False,,,False,72456.66666666667,0.048157519436904744
user_001_v2,2026-03,75217,85000,0.1150941176470588,8010.85,low,0.0,low,75217,"['Landlord', 'Travel Vendor', 'Utilities Vendor', 'Shopping Vendor', 'Mutual Fund']","[23172, 12107, 10326, 8248, 7581]",0.8167568501801454,True,75217,75217,1.0,high,0.0334764747331055,digital_heavy,5014.466666666666,0.2,weekday_heavy,5014.466666666666,5884.857810422346,16784.182287511358,1.0,23172.0,True,1.0,Utilities,15.887441565103025,75946.0,-0.0095989255523661,stable,{},True,False,True,True,False,True,True,True,0.8261775860302494,,-0.8261775860302499,False,False,False,4.621029820386349,75946.0,-0.009598925552366156,False,False,85000.0,0.0,False,False,0,False,0.0219498064414189,0.011526668291686599,False,False,,,False,77468.33333333333,-0.02906133689034223
user_001_v2,2026-04,79963,85000,0.0592588235294117,7172.304347826087,low,0.0,low,79963,"['Shopping Vendor', 'Landlord', 'Mutual Fund', 'Food Vendor', 'Entertainment Vendor']","[20304, 18443, 17790, 7865, 6033]",0.8808448907619774,True,79963,79963,1.0,high,0.1221314858121881,digital_heavy,5330.866666666667,0.2,weekday_heavy,5330.866666666667,5665.684693740809,16662.236054148285,2.0,18443.0,True,2.0,Shopping,14.426137501998566,75217.0,0.0630974380791576,stable,{},True,False,True,True,False,True,True,True,1.3644994833405417,,-1.3644994833405426,False,False,True,3.4596625939497017,75217.0,0.06309743807915763,False,False,85000.0,0.0,False,False,0,False,0.0334764747331055,0.08865501107908261,False,False,,,False,77042.0,0.037914384361776694
user_001_v2,2026-05,66887,85000,0.2130941176470588,7994.0526315789475,medium,0.0,low,66887,"['Landlord', 'Food Vendor', 'Travel Vendor', 'Health Vendor', 'Shopping Vendor']","[26998, 11147, 10170, 4891, 4103]",0.8568032652084859,True,66887,66887,1.0,high,0.0743492756439965,digital_heavy,5145.153846153846,0.3076923076923077,weekday_heavy,5145.153846153846,6922.946569712971,18991.046985579786,1.0,26998.0,True,1.0,Rent,17.29918101459539,79963.0,-0.1635256306041544,decrease,{},False,False,True,True,False,True,True,True,-0.11866468211023395,,0.11866468211023322,False,False,False,5.247267779987143,79963.0,-0.16352563060415443,False,True,85000.0,0.0,False,False,0,False,0.1221314858121881,-0.047782210168191605,False,False,,,False,74022.33333333333,-0.09639433144051114
user_001_v2,2026-06,61387,85000,0.2778,8611.0,medium,0.0,low,61387,"['Landlord', 'Shopping Vendor', 'Mutual Fund', 'Health Vendor', 'Food Vendor']","[20244, 14141, 11836, 5356, 4528]",0.9139557235245248,True,61387,61387,1.0,high,0.0737615456041181,digital_heavy,4722.076923076923,0.1538461538461538,weekday_heavy,4722.076923076923,5705.56411909986,16133.205161276645,1.0,20244.0,True,2.0,Shopping,16.901595534884336,66887.0,-0.082228235681074,stable,{},False,False,True,True,False,True,True,True,-0.7425101172570117,,0.742510117257011,False,False,False,4.287096616547478,66887.0,-0.08222823568107406,False,False,85000.0,0.0,False,False,0,False,0.0743492756439965,-0.0005877300398784008,False,False,,,False,69412.33333333333,-0.11561826188429523
user_001_v2,2026-07,61849,85000,0.2723647058823529,7728.894736842105,medium,0.0,low,61849,"['Landlord', 'Shopping Vendor', 'Mutual Fund', 'Food Vendor', 'Entertainment Vendor']","[23618, 10691, 8332, 6027, 3401]",0.8418729486329609,True,61849,61849,1.0,high,0.0454332325502433,digital_heavy,4123.266666666666,0.2,weekday_heavy,4123.266666666666,5885.663253099763,15894.593172866193,1.0,24552.0,True,0.0,,0.0,61387.0,0.0075260234251551,stable,{},False,False,True,True,False,True,True,False,-0.6901071007046824,,0.6901071007046814,False,False,False,5.954502093809116,61387.0,0.007526023425155163,False,False,85000.0,0.0,False,False,0,False,0.0737615456041181,-0.0283283130538748,False,False,,,False,63374.333333333336,-0.0240686292557976
user_001_v2,2026-08,54921,85000,0.3538705882352941,6662.9047619047615,medium,0.0,low,54921,"['Landlord', 'Travel Vendor', 'Shopping Vendor', 'Food Vendor', 'Utilities Vendor']","[16530, 13044, 11276, 3497, 3054]",0.8630760546967462,True,54921,54921,1.0,high,0.0339942826969647,digital_heavy,3230.6470588235293,0.2941176470588235,weekday_heavy,3230.6470588235293,3974.6788392815497,11180.00473738663,1.0,16530.0,True,1.0,Travel,18.898338070165853,61849.0,-0.1120147455900661,decrease,{},False,False,True,True,False,True,True,True,-1.4759254961041144,,1.4759254961041135,False,False,False,5.116622057136615,61849.0,-0.11201474559006613,False,True,85000.0,0.0,False,False,0,False,0.0454332325502433,-0.011438949853278597,False,False,,,False,59385.666666666664,-0.07518087978580686
user_001_v3,2025-10,62760,85000,0.2616470588235294,8208.888888888889,medium,0.0,low,62760,"['Landlord', 'Makemytrip', 'Myntra', 'Mutual Fund', 'Restaurant']","[16925, 9590, 7334, 5641, 4739]",0.7047323135755258,True,62760,25609,0.4080465264499681,high,0.0,digital_heavy,3691.764705882353,0.2352941176470588,weekday_heavy,3691.764705882353,4228.18714496792,12148.138995818194,1.0,16925.0,True,0.0,,0.0,0.0,0.0,no_prev_data,{},False,False,True,True,False,True,True,False,-2.5090876792838075,,2.509087679283807,False,True,False,4.584528362014021,,,False,False,,,False,False,0,False,,,False,False,,,False,,
user_001_v3,2025-11,85000,85000,0.0,6296.2962962962965,low,0.0,low,85000,"['Landlord', 'Travel Vendor', 'Shopping Vendor', 'Food Vendor', 'Health Vendor']","[25139, 20019, 16560, 8853, 5861]",0.8992,True,85000,85000,1.0,high,0.0367058823529411,digital_heavy,6538.461538461538,0.5384615384615384,balanced,6538.461538461538,6880.908936105916,20300.27941067337,1.0,25139.0,True,0.0,,0.0,62760.0,0.3543658381134481,increase,{},True,False,True,True,False,True,True,False,0.08973281861405819,,-0.08973281861405859,False,False,False,3.844788235294118,62760.0,0.3543658381134481,True,False,85000.0,0.0,False,False,0,False,0.0,0.0367058823529411,False,False,,,False,,
